Season,League,Date,Time,Home,Away,HG,AG,Res,AvgCH,AvgCD,AvgCA
2022/2023,Bundesliga,15/04/2023,17:30,Ein Frankfurt,M'gladbach,1,1,D,1.9,3.9,3.81
2022/2023,Bundesliga,16/04/2023,14:30,Werder Bremen,Freiburg,1,2,A,2.75,3.27,2.68
2022/2023,Bundesliga,16/04/2023,16:30,Union Berlin,Bochum,1,1,D,1.72,3.71,5.22
2022/2023,Bundesliga,16/04/2023,18:30,Wolfsburg,Leverkusen,0,0,D,2.75,3.57,2.52
2022/2023,Bundesliga,21/04/2023,19:30,Augsburg,Stuttgart,1,1,D,3.2,3.65,2.2
2022/2023,Bundesliga,22/04/2023,14:30,Bochum,Wolfsburg,1,5,A,3.13,3.64,2.22
2022/2023,Bundesliga,22/04/2023,14:30,Hertha,Werder Bremen,2,4,A,2.33,3.44,3.09
2022/2023,Bundesliga,22/04/2023,14:30,Hoffenheim,FC Koln,1,3,A,2.3,3.49,3.1
2022/2023,Bundesliga,22/04/2023,14:30,Mainz,Bayern Munich,3,1,H,5.81,4.63,1.53
2022/2023,Bundesliga,22/04/2023,17:30,Dortmund,Ein Frankfurt,4,0,H,1.6,4.64,5.06
2022/2023,Bundesliga,23/04/2023,14:30,Freiburg,Schalke 04,4,0,H,1.81,3.65,4.61
2022/2023,Bundesliga,23/04/2023,16:30,Leverkusen,RB Leipzig,2,0,H,2.61,3.52,2.64
2022/2023,Bundesliga,23/04/2023,18:30,M'gladbach,Union Berlin,0,1,A,2.5,3.3,2.95
2022/2023,Bundesliga,28/04/2023,19:30,Bochum,Dortmund,1,1,D,6.06,5.11,1.46
2022/2023,Bundesliga,29/04/2023,14:30,Ein Frankfurt,Augsburg,1,1,D,1.57,4.46,5.48
2022/2023,Bundesliga,29/04/2023,14:30,FC Koln,Freiburg,0,1,A,2.5,3.31,2.93
2022/2023,Bundesliga,29/04/2023,14:30,RB Leipzig,Hoffenheim,1,0,H,1.37,5.35,7.87
2022/2023,Bundesliga,29/04/2023,14:30,Stuttgart,M'gladbach,2,1,H,1.72,4.14,4.56
2022/2023,Bundesliga,29/04/2023,14:30,Union Berlin,Leverkusen,0,0,D,2.93,3.26,2.55
2022/2023,Bundesliga,29/04/2023,17:30,Schalke 04,Werder Bremen,2,1,H,2.4,3.63,2.86
2022/2023,Bundesliga,30/04/2023,14:30,Bayern Munich,Hertha,2,0,H,1.1,11.93,23.12
2022/2023,Bundesliga,30/04/2023,16:30,Wolfsburg,Mainz,3,0,H,2.27,3.63,3.09
2022/2023,Bundesliga,05/05/2023,19:30,Leverkusen,FC Koln,1,2,A,1.62,4.21,5.43
2022/2023,Bundesliga,05/05/2023,19:30,Mainz,Schalke 04,2,3,A,1.7,4.1,4.87
2022/2023,Bundesliga,06/05/2023,14:30,Augsburg,Union Berlin,1,0,H,3.24,3.26,2.35
2022/2023,Bundesliga,06/05/2023,14:30,Freiburg,RB Leipzig,0,1,A,4.07,3.85,1.87
2022/2023,Bundesliga,06/05/2023,14:30,Hertha,Stuttgart,2,1,H,3.01,3.49,2.36
2022/2023,Bundesliga,06/05/2023,14:30,Hoffenheim,Ein Frankfurt,3,1,H,2.5,3.77,2.66
2022/2023,Bundesliga,06/05/2023,14:30,M'gladbach,Bochum,2,0,H,2.08,3.75,3.41
2022/2023,Bundesliga,06/05/2023,17:30,Werder Bremen,Bayern Munich,1,2,A,9.82,6.65,1.26
2022/2023,Bundesliga,07/05/2023,16:30,Dortmund,Wolfsburg,6,0,H,1.5,5.17,5.58
2022/2023,Bundesliga,12/05/2023,19:30,FC Koln,Hertha,5,2,H,1.91,3.79,3.95
2022/2023,Bundesliga,13/05/2023,14:30,Bayern Munich,Schalke 04,6,0,H,1.14,9.51,17.01
2022/2023,Bundesliga,13/05/2023,14:30,Bochum,Augsburg,3,2,H,2.26,3.63,3.09
2022/2023,Bundesliga,13/05/2023,14:30,Ein Frankfurt,Mainz,3,0,H,2.06,3.7,3.42
2022/2023,Bundesliga,13/05/2023,14:30,Union Berlin,Freiburg,4,2,H,2.12,3.16,3.96
2022/2023,Bundesliga,13/05/2023,14:30,Wolfsburg,Hoffenheim,2,1,H,1.95,3.96,3.6
2022/2023,Bundesliga,13/05/2023,17:30,Dortmund,M'gladbach,5,2,H,1.22,7.69,11.09
2022/2023,Bundesliga,14/05/2023,14:30,Stuttgart,Leverkusen,1,1,D,2.59,3.55,2.69
2022/2023,Bundesliga,14/05/2023,16:30,RB Leipzig,Werder Bremen,2,1,H,1.24,6.83,11.2
2022/2023,Bundesliga,19/05/2023,19:30,Freiburg,Wolfsburg,2,0,H,2.19,3.74,3.15
2022/2023,Bundesliga,20/05/2023,14:30,Hertha,Bochum,1,1,D,2.38,3.81,2.79
2022/2023,Bundesliga,20/05/2023,14:30,Hoffenheim,Union Berlin,4,2,H,2.33,3.41,3.08
2022/2023,Bundesliga,20/05/2023,14:30,Schalke 04,Ein Frankfurt,2,2,D,2.85,3.74,2.36
2022/2023,Bundesliga,20/05/2023,14:30,Werder Bremen,FC Koln,1,1,D,2.49,3.73,2.69
2022/2023,Bundesliga,20/05/2023,17:30,Bayern Munich,RB Leipzig,1,3,A,1.54,4.85,5.38
2022/2023,Bundesliga,21/05/2023,14:30,Mainz,Stuttgart,1,4,A,2.82,3.45,2.52
2022/2023,Bundesliga,21/05/2023,16:30,Augsburg,Dortmund,0,3,A,6.6,5.55,1.41
2022/2023,Bundesliga,21/05/2023,18:30,Leverkusen,M'gladbach,2,2,D,1.3,6.02,9.17
2022/2023,Bundesliga,27/05/2023,14:30,Bochum,Leverkusen,3,0,H,4.07,4.36,1.77
2022/2023,Bundesliga,27/05/2023,14:30,Dortmund,Mainz,2,2,D,1.2,8.02,12.46
2022/2023,Bundesliga,27/05/2023,14:30,Ein Frankfurt,Freiburg,2,1,H,2.11,3.95,3.22
2022/2023,Bundesliga,27/05/2023,14:30,FC Koln,Bayern Munich,1,2,A,6.15,5.47,1.43
2022/2023,Bundesliga,27/05/2023,14:30,M'gladbach,Augsburg,2,0,H,2.01,3.93,3.47
2022/2023,Bundesliga,27/05/2023,14:30,RB Leipzig,Schalke 04,4,2,H,1.54,4.94,5.27
2022/2023,Bundesliga,27/05/2023,14:30,Stuttgart,Hoffenheim,1,1,D,1.53,4.77,5.55
2022/2023,Bundesliga,27/05/2023,14:30,Union Berlin,Werder Bremen,1,0,H,1.47,4.73,6.82
2022/2023,Bundesliga,27/05/2023,14:30,Wolfsburg,Hertha,1,2,A,1.25,6.76,10.33
2023/2024,Bundesliga,18/08/2023,19:30,Werder Bremen,Bayern Munich,0,4,A,8.69,6.05,1.31
2023/2024,Bundesliga,19/08/2023,14:30,Augsburg,M'gladbach,4,4,D,2.79,3.67,2.42
2023/2024,Bundesliga,19/08/2023,14:30,Hoffenheim,Freiburg,1,2,A,2.2,3.68,3.15
2023/2024,Bundesliga,19/08/2023,14:30,Leverkusen,RB Leipzig,3,2,H,2.44,3.6,2.81
2023/2024,Bundesliga,19/08/2023,14:30,Stuttgart,Bochum,5,0,H,1.76,4.02,4.32
2023/2024,Bundesliga,19/08/2023,14:30,Wolfsburg,Heidenheim,2,0,H,1.64,4.28,5.03
2023/2024,Bundesliga,19/08/2023,17:30,Dortmund,FC Koln,1,0,H,1.46,4.95,6.33
2023/2024,Bundesliga,20/08/2023,14:30,Union Berlin,Mainz,4,1,H,2.15,3.32,3.61
2023/2024,Bundesliga,20/08/2023,16:30,Ein Frankfurt,Darmstadt,1,0,H,1.48,4.69,6.5
2023/2024,Bundesliga,25/08/2023,19:30,RB Leipzig,Stuttgart,5,1,H,1.58,4.43,5.4
2023/2024,Bundesliga,26/08/2023,14:30,Bochum,Dortmund,1,1,D,5.75,4.78,1.52
2023/2024,Bundesliga,26/08/2023,14:30,Darmstadt,Union Berlin,1,4,A,3.98,3.41,2.02
2023/2024,Bundesliga,26/08/2023,14:30,FC Koln,Wolfsburg,1,2,A,2.16,3.64,3.32
2023/2024,Bundesliga,26/08/2023,14:30,Freiburg,Werder Bremen,1,0,H,1.75,4.03,4.54
2023/2024,Bundesliga,26/08/2023,14:30,Heidenheim,Hoffenheim,2,3,A,3.07,3.75,2.21
2023/2024,Bundesliga,26/08/2023,17:30,M'gladbach,Leverkusen,0,3,A,4.28,4.05,1.79
2023/2024,Bundesliga,27/08/2023,14:30,Mainz,Ein Frankfurt,1,1,D,2.59,3.4,2.77
2023/2024,Bundesliga,27/08/2023,16:30,Bayern Munich,Augsburg,3,1,H,1.1,12.01,22.35
2023/2024,Bundesliga,01/09/2023,19:30,Dortmund,Heidenheim,2,2,D,1.25,6.76,9.89
2023/2024,Bundesliga,02/09/2023,14:30,Augsburg,Bochum,2,2,D,2.22,3.63,3.17
2023/2024,Bundesliga,02/09/2023,14:30,Hoffenheim,Wolfsburg,3,1,H,2.55,3.81,2.58
2023/2024,Bundesliga,02/09/2023,14:30,Leverkusen,Darmstadt,5,1,H,1.22,6.78,12.53
2023/2024,Bundesliga,02/09/2023,14:30,Stuttgart,Freiburg,5,0,H,2.26,3.66,3.06
2023/2024,Bundesliga,02/09/2023,14:30,Werder Bremen,Mainz,4,0,H,2.67,3.48,2.59
2023/2024,Bundesliga,02/09/2023,17:30,M'gladbach,Bayern Munich,1,2,A,10.03,6.87,1.25
2023/2024,Bundesliga,03/09/2023,14:30,Ein Frankfurt,FC Koln,1,1,D,2.17,3.38,3.46
2023/2024,Bundesliga,03/09/2023,16:30,Union Berlin,RB Leipzig,0,3,A,3.49,3.6,2.09
2023/2024,Bundesliga,15/09/2023,19:30,Bayern Munich,Leverkusen,2,2,D,1.59,4.62,5.08
2023/2024,Bundesliga,16/09/2023,14:30,FC Koln,Hoffenheim,1,3,A,2.18,3.77,3.08
2023/2024,Bundesliga,16/09/2023,14:30,Freiburg,Dortmund,2,4,A,2.89,3.76,2.32
2023/2024,Bundesliga,16/09/2023,14:30,Mainz,Stuttgart,1,3,A,2.62,3.5,2.67
2023/2024,Bundesliga,16/09/2023,14:30,RB Leipzig,Augsburg,3,0,H,1.26,6.59,10.42
2023/2024,Bundesliga,16/09/2023,14:30,Wolfsburg,Union Berlin,2,1,H,2.19,3.36,3.48
2023/2024,Bundesliga,16/09/2023,17:30,Bochum,Ein Frankfurt,1,1,D,2.85,3.39,2.52
2023/2024,Bundesliga,17/09/2023,14:30,Heidenheim,Werder Bremen,4,2,H,2.32,3.78,2.88
2023/2024,Bundesliga,17/09/2023,16:30,Darmstadt,M'gladbach,3,3,D,2.4,3.61,2.83
2023/2024,Bundesliga,22/09/2023,19:30,Stuttgart,Darmstadt,3,1,H,1.38,5.25,7.94
2023/2024,Bundesliga,23/09/2023,14:30,Augsburg,Mainz,2,1,H,2.52,3.48,2.78
2023/2024,Bundesliga,23/09/2023,14:30,Bayern Munich,Bochum,7,0,H,1.13,9.45,17.94
2023/2024,Bundesliga,23/09/2023,14:30,Dortmund,Wolfsburg,1,0,H,1.72,4.28,4.35
2023/2024,Bundesliga,23/09/2023,14:30,M'gladbach,RB Leipzig,0,1,A,4.55,4.37,1.69
2023/2024,Bundesliga,23/09/2023,14:30,Union Berlin,Hoffenheim,0,2,A,2.12,3.61,3.43
2023/2024,Bundesliga,23/09/2023,17:30,Werder Bremen,FC Koln,2,1,H,2.41,3.62,2.86
2023/2024,Bundesliga,24/09/2023,14:30,Leverkusen,Heidenheim,4,1,H,1.2,7.56,13
2023/2024,Bundesliga,24/09/2023,16:30,Ein Frankfurt,Freiburg,0,0,D,2.22,3.46,3.3
2023/2024,Bundesliga,29/09/2023,19:30,Hoffenheim,Dortmund,1,3,A,3.1,4.07,2.12
2023/2024,Bundesliga,30/09/2023,14:30,Bochum,M'gladbach,1,3,A,2.28,3.7,3.03
2023/2024,Bundesliga,30/09/2023,14:30,FC Koln,Stuttgart,0,2,A,2.81,3.56,2.5
2023/2024,Bundesliga,30/09/2023,14:30,Heidenheim,Union Berlin,1,0,H,3.11,3.54,2.29
2023/2024,Bundesliga,30/09/2023,14:30,Mainz,Leverkusen,0,3,A,5.32,4.5,1.59
2023/2024,Bundesliga,30/09/2023,14:30,Wolfsburg,Ein Frankfurt,2,0,H,2.15,3.49,3.48
2023/2024,Bundesliga,30/09/2023,17:30,RB Leipzig,Bayern Munich,2,2,D,3.99,4.39,1.77
2023/2024,Bundesliga,01/10/2023,14:30,Darmstadt,Werder Bremen,4,2,H,2.88,3.77,2.32
2023/2024,Bundesliga,01/10/2023,16:30,Freiburg,Augsburg,2,0,H,1.85,3.77,4.34
2023/2024,Bundesliga,06/10/2023,19:30,M'gladbach,Mainz,2,2,D,2.19,3.75,3.17
2023/2024,Bundesliga,07/10/2023,14:30,Augsburg,Darmstadt,1,2,A,1.82,3.77,4.42
2023/2024,Bundesliga,07/10/2023,14:30,Dortmund,Union Berlin,4,2,H,1.7,4.09,4.81
2023/2024,Bundesliga,07/10/2023,14:30,RB Leipzig,Bochum,0,0,D,1.28,6.23,10.38
2023/2024,Bundesliga,07/10/2023,14:30,Stuttgart,Wolfsburg,3,1,H,1.89,3.75,4.08
2023/2024,Bundesliga,07/10/2023,17:30,Werder Bremen,Hoffenheim,2,3,A,2.63,3.74,2.55
2023/2024,Bundesliga,08/10/2023,14:30,Leverkusen,FC Koln,3,0,H,1.27,6.08,11.11
2023/2024,Bundesliga,08/10/2023,16:30,Bayern Munich,Freiburg,3,0,H,1.12,10.44,20.56
2023/2024,Bundesliga,08/10/2023,18:30,Ein Frankfurt,Heidenheim,2,0,H,1.76,3.89,4.61
2023/2024,Bundesliga,20/10/2023,19:30,Dortmund,Werder Bremen,1,0,H,1.28,6.53,9.16
2023/2024,Bundesliga,21/10/2023,14:30,Darmstadt,RB Leipzig,1,3,A,6.27,4.86,1.48
2023/2024,Bundesliga,21/10/2023,14:30,Freiburg,Bochum,2,1,H,1.8,3.84,4.48
2023/2024,Bundesliga,21/10/2023,14:30,Hoffenheim,Ein Frankfurt,1,3,A,2.04,3.62,3.65
2023/2024,Bundesliga,21/10/2023,14:30,Union Berlin,Stuttgart,0,3,A,2.57,3.37,2.83
2023/2024,Bundesliga,21/10/2023,14:30,Wolfsburg,Leverkusen,1,2,A,4.41,4.09,1.76
2023/2024,Bundesliga,21/10/2023,17:30,Mainz,Bayern Munich,1,3,A,9.26,6.12,1.3
2023/2024,Bundesliga,22/10/2023,14:30,FC Koln,M'gladbach,3,1,H,2.45,3.67,2.78
2023/2024,Bundesliga,22/10/2023,16:30,Heidenheim,Augsburg,2,5,A,2.33,3.57,3.04
2023/2024,Bundesliga,27/10/2023,19:30,Bochum,Mainz,2,2,D,2.78,3.56,2.51
2023/2024,Bundesliga,28/10/2023,14:30,Augsburg,Wolfsburg,3,2,H,2.52,3.6,2.73
2023/2024,Bundesliga,28/10/2023,14:30,Bayern Munich,Darmstadt,8,0,H,1.07,14.13,28.23
2023/2024,Bundesliga,28/10/2023,14:30,M'gladbach,Heidenheim,2,1,H,1.71,4.29,4.5
2023/2024,Bundesliga,28/10/2023,14:30,Stuttgart,Hoffenheim,2,3,A,1.68,4.28,4.71
2023/2024,Bundesliga,28/10/2023,14:30,Werder Bremen,Union Berlin,2,0,H,2.86,3.46,2.49
2023/2024,Bundesliga,28/10/2023,17:30,RB Leipzig,FC Koln,6,0,H,1.48,4.73,6.58
2023/2024,Bundesliga,29/10/2023,14:30,Ein Frankfurt,Dortmund,3,3,D,3.12,3.62,2.24
2023/2024,Bundesliga,29/10/2023,16:30,Leverkusen,Freiburg,2,1,H,1.24,6.71,12.06
2023/2024,Bundesliga,03/11/2023,19:30,Darmstadt,Bochum,1,2,A,2.35,3.51,3.02
2023/2024,Bundesliga,04/11/2023,14:30,FC Koln,Augsburg,1,1,D,2.05,3.79,3.44
2023/2024,Bundesliga,04/11/2023,14:30,Freiburg,M'gladbach,3,3,D,2.02,3.83,3.53
2023/2024,Bundesliga,04/11/2023,14:30,Hoffenheim,Leverkusen,2,3,A,5.44,4.95,1.53
2023/2024,Bundesliga,04/11/2023,14:30,Mainz,RB Leipzig,2,0,H,4.62,4.12,1.72
2023/2024,Bundesliga,04/11/2023,14:30,Union Berlin,Ein Frankfurt,0,3,A,2.54,3.21,2.98
2023/2024,Bundesliga,04/11/2023,17:30,Dortmund,Bayern Munich,0,4,A,3.85,4.42,1.81
2023/2024,Bundesliga,05/11/2023,14:30,Wolfsburg,Werder Bremen,2,2,D,1.71,4.31,4.34
2023/2024,Bundesliga,05/11/2023,16:30,Heidenheim,Stuttgart,2,0,H,5.44,4.28,1.6
2023/2024,Bundesliga,10/11/2023,19:30,M'gladbach,Wolfsburg,4,0,H,2.36,3.8,2.81
2023/2024,Bundesliga,11/11/2023,14:30,Augsburg,Hoffenheim,1,1,D,2.42,3.81,2.75
2023/2024,Bundesliga,11/11/2023,14:30,Bayern Munich,Heidenheim,4,2,H,1.11,11.8,20.62
2023/2024,Bundesliga,11/11/2023,14:30,Darmstadt,Mainz,0,0,D,3.13,3.48,2.31
2023/2024,Bundesliga,11/11/2023,14:30,Stuttgart,Dortmund,2,1,H,2.44,3.8,2.71
2023/2024,Bundesliga,11/11/2023,17:30,Bochum,FC Koln,1,1,D,2.59,3.57,2.67
2023/2024,Bundesliga,12/11/2023,14:30,Leverkusen,Union Berlin,4,0,H,1.35,5.34,8.53
2023/2024,Bundesliga,12/11/2023,16:30,Werder Bremen,Ein Frankfurt,2,2,D,2.76,3.56,2.5
2023/2024,Bundesliga,12/11/2023,18:30,RB Leipzig,Freiburg,3,1,H,1.46,4.82,6.64
2023/2024,Bundesliga,24/11/2023,19:30,FC Koln,Bayern Munich,0,1,A,10.11,6.76,1.26
2023/2024,Bundesliga,25/11/2023,14:30,Dortmund,M'gladbach,4,2,H,1.51,5.13,5.51
2023/2024,Bundesliga,25/11/2023,14:30,Freiburg,Darmstadt,1,1,D,1.54,4.46,5.98
2023/2024,Bundesliga,25/11/2023,14:30,Union Berlin,Augsburg,1,1,D,2,3.55,3.85
2023/2024,Bundesliga,25/11/2023,14:30,Werder Bremen,Leverkusen,0,3,A,6.1,5.08,1.47
2023/2024,Bundesliga,25/11/2023,14:30,Wolfsburg,RB Leipzig,2,1,H,3.72,3.98,1.93
2023/2024,Bundesliga,25/11/2023,17:30,Ein Frankfurt,Stuttgart,1,2,A,2.84,3.51,2.48
2023/2024,Bundesliga,26/11/2023,14:30,Heidenheim,Bochum,0,0,D,2.35,3.58,2.97
2023/2024,Bundesliga,26/11/2023,16:30,Hoffenheim,Mainz,1,1,D,1.87,3.97,3.92
2023/2024,Bundesliga,01/12/2023,19:30,Darmstadt,FC Koln,0,1,A,2.73,3.42,2.62
2023/2024,Bundesliga,02/12/2023,14:30,Bochum,Wolfsburg,3,1,H,2.6,3.52,2.68
2023/2024,Bundesliga,02/12/2023,14:30,M'gladbach,Hoffenheim,2,1,H,2.17,4.1,2.98
2023/2024,Bundesliga,02/12/2023,14:30,RB Leipzig,Heidenheim,2,1,H,1.22,7.21,12.15
2023/2024,Bundesliga,02/12/2023,17:30,Stuttgart,Werder Bremen,2,0,H,1.33,5.74,8.39
2023/2024,Bundesliga,03/12/2023,14:30,Mainz,Freiburg,0,1,A,2.26,3.47,3.2
2023/2024,Bundesliga,03/12/2023,16:30,Leverkusen,Dortmund,1,1,D,1.63,4.47,4.87
2023/2024,Bundesliga,03/12/2023,18:30,Augsburg,Ein Frankfurt,2,1,H,2.64,3.43,2.71
2023/2024,Bundesliga,08/12/2023,19:30,Hoffenheim,Bochum,3,1,H,1.77,4.05,4.25
2023/2024,Bundesliga,09/12/2023,14:30,Ein Frankfurt,Bayern Munich,5,1,H,8.64,5.87,1.32
2023/2024,Bundesliga,09/12/2023,14:30,Heidenheim,Darmstadt,3,2,H,1.85,3.81,4.19
2023/2024,Bundesliga,09/12/2023,14:30,Union Berlin,M'gladbach,3,1,H,2.1,3.54,3.55
2023/2024,Bundesliga,09/12/2023,14:30,Werder Bremen,Augsburg,2,0,H,2.25,3.7,3.06
2023/2024,Bundesliga,09/12/2023,14:30,Wolfsburg,Freiburg,0,1,A,2.2,3.55,3.27
2023/2024,Bundesliga,09/12/2023,17:30,Dortmund,RB Leipzig,2,3,A,2.65,3.83,2.48
2023/2024,Bundesliga,10/12/2023,14:30,Stuttgart,Leverkusen,1,1,D,2.89,3.65,2.37
2023/2024,Bundesliga,10/12/2023,16:30,FC Koln,Mainz,0,0,D,2.65,3.44,2.67
2023/2024,Bundesliga,15/12/2023,19:30,M'gladbach,Werder Bremen,2,2,D,2.11,3.89,3.22
2023/2024,Bundesliga,16/12/2023,14:30,Augsburg,Dortmund,1,1,D,3.16,3.99,2.12
2023/2024,Bundesliga,16/12/2023,14:30,Bochum,Union Berlin,3,0,H,2.61,3.39,2.76
2023/2024,Bundesliga,16/12/2023,14:30,Darmstadt,Wolfsburg,0,1,A,3.79,3.72,1.97
2023/2024,Bundesliga,16/12/2023,14:30,Mainz,Heidenheim,0,1,A,1.72,4.07,4.66
2023/2024,Bundesliga,16/12/2023,17:30,RB Leipzig,Hoffenheim,3,1,H,1.34,5.86,8.1
2023/2024,Bundesliga,17/12/2023,14:30,Freiburg,FC Koln,2,0,H,1.9,3.68,4.13
2023/2024,Bundesliga,17/12/2023,16:30,Leverkusen,Ein Frankfurt,3,0,H,1.28,6.14,10.53
2023/2024,Bundesliga,17/12/2023,18:30,Bayern Munich,Stuttgart,3,0,H,1.52,5.13,5.41
2023/2024,Bundesliga,19/12/2023,17:30,Werder Bremen,RB Leipzig,1,1,D,5.3,4.68,1.56
2023/2024,Bundesliga,19/12/2023,19:30,Dortmund,Mainz,1,1,D,1.54,4.74,5.59
2023/2024,Bundesliga,19/12/2023,19:30,Hoffenheim,Darmstadt,3,3,D,1.49,4.68,6.1
2023/2024,Bundesliga,20/12/2023,17:30,Union Berlin,FC Koln,2,0,H,1.81,3.78,4.46
2023/2024,Bundesliga,20/12/2023,19:30,Ein Frankfurt,M'gladbach,2,1,H,1.73,4.13,4.48
2023/2024,Bundesliga,20/12/2023,19:30,Heidenheim,Freiburg,3,2,H,3.11,3.46,2.32
2023/2024,Bundesliga,20/12/2023,19:30,Leverkusen,Bochum,4,0,H,1.21,7.28,12.38
2023/2024,Bundesliga,20/12/2023,19:30,Stuttgart,Augsburg,3,0,H,1.37,5.35,7.88
2023/2024,Bundesliga,20/12/2023,19:30,Wolfsburg,Bayern Munich,1,2,A,6.25,5.05,1.46
2023/2024,Bundesliga,12/01/2024,19:30,Bayern Munich,Hoffenheim,3,0,H,1.12,10.29,18.84
2023/2024,Bundesliga,13/01/2024,14:30,Augsburg,Leverkusen,0,1,A,5.92,4.77,1.5
2023/2024,Bundesliga,13/01/2024,14:30,FC Koln,Heidenheim,1,1,D,2,3.7,3.66
2023/2024,Bundesliga,13/01/2024,14:30,Freiburg,Union Berlin,0,0,D,2.13,3.38,3.64
2023/2024,Bundesliga,13/01/2024,14:30,Mainz,Wolfsburg,1,1,D,2.03,3.49,3.82
2023/2024,Bundesliga,13/01/2024,14:30,RB Leipzig,Ein Frankfurt,0,1,A,1.41,5.01,7.55
2023/2024,Bundesliga,13/01/2024,17:30,Darmstadt,Dortmund,0,3,A,4.83,4.45,1.63
2023/2024,Bundesliga,14/01/2024,14:30,Bochum,Werder Bremen,1,1,D,2.14,3.66,3.3
2023/2024,Bundesliga,14/01/2024,16:30,M'gladbach,Stuttgart,3,1,H,3.73,3.91,1.93
2023/2024,Bundesliga,20/01/2024,14:30,Bochum,Stuttgart,1,0,H,4.23,3.96,1.8
2023/2024,Bundesliga,20/01/2024,14:30,Darmstadt,Ein Frankfurt,2,2,D,3.72,3.51,2.04
2023/2024,Bundesliga,20/01/2024,14:30,FC Koln,Dortmund,0,4,A,3.83,4.1,1.86
2023/2024,Bundesliga,20/01/2024,14:30,Freiburg,Hoffenheim,3,2,H,2.01,3.83,3.49
2023/2024,Bundesliga,20/01/2024,14:30,Heidenheim,Wolfsburg,1,1,D,2.81,3.42,2.55
2023/2024,Bundesliga,20/01/2024,17:30,RB Leipzig,Leverkusen,2,3,A,2.47,3.76,2.68
2023/2024,Bundesliga,21/01/2024,14:30,Bayern Munich,Werder Bremen,0,1,A,1.09,12.35,24.99
2023/2024,Bundesliga,21/01/2024,16:30,M'gladbach,Augsburg,1,2,A,1.85,3.99,3.96
2023/2024,Bundesliga,24/01/2024,19:30,Bayern Munich,Union Berlin,1,0,H,1.14,9.33,17.73
2023/2024,Bundesliga,26/01/2024,19:30,Ein Frankfurt,Mainz,1,0,H,2.21,3.39,3.4
2023/2024,Bundesliga,27/01/2024,14:30,Augsburg,Bayern Munich,2,3,A,8.28,6.16,1.32
2023/2024,Bundesliga,27/01/2024,14:30,Hoffenheim,Heidenheim,1,1,D,1.72,4.26,4.46
2023/2024,Bundesliga,27/01/2024,14:30,Stuttgart,RB Leipzig,5,2,H,2.55,3.71,2.63
2023/2024,Bundesliga,27/01/2024,14:30,Werder Bremen,Freiburg,3,1,H,2.39,3.47,2.97
2023/2024,Bundesliga,27/01/2024,14:30,Wolfsburg,FC Koln,1,1,D,1.72,3.95,4.83
2023/2024,Bundesliga,27/01/2024,17:30,Leverkusen,M'gladbach,0,0,D,1.22,7.34,11.42
2023/2024,Bundesliga,28/01/2024,14:30,Union Berlin,Darmstadt,1,0,H,1.71,3.75,5.18
2023/2024,Bundesliga,28/01/2024,16:30,Dortmund,Bochum,3,1,H,1.37,5.62,7.04
2023/2024,Bundesliga,02/02/2024,19:30,Heidenheim,Dortmund,0,0,D,3.31,4.18,1.99
2023/2024,Bundesliga,03/02/2024,14:30,Bayern Munich,M'gladbach,3,1,H,1.15,9.27,16.63
2023/2024,Bundesliga,03/02/2024,14:30,Bochum,Augsburg,1,1,D,2.35,3.52,3.02
2023/2024,Bundesliga,03/02/2024,14:30,Darmstadt,Leverkusen,0,2,A,10.21,5.83,1.29
2023/2024,Bundesliga,03/02/2024,14:30,Freiburg,Stuttgart,1,3,A,3.21,3.5,2.25
2023/2024,Bundesliga,03/02/2024,14:30,Mainz,Werder Bremen,0,1,A,2.05,3.5,3.71
2023/2024,Bundesliga,03/02/2024,17:30,FC Koln,Ein Frankfurt,2,0,H,2.97,3.28,2.48
2023/2024,Bundesliga,04/02/2024,14:30,Wolfsburg,Hoffenheim,2,2,D,2.13,3.77,3.24
2023/2024,Bundesliga,04/02/2024,16:30,RB Leipzig,Union Berlin,2,0,H,1.35,5.37,8.61
2023/2024,Bundesliga,07/02/2024,17:30,Mainz,Union Berlin,1,1,D,2.07,3.32,3.89
2023/2024,Bundesliga,09/02/2024,19:30,Dortmund,Freiburg,3,0,H,1.46,5.05,6.16
2023/2024,Bundesliga,10/02/2024,14:30,Augsburg,RB Leipzig,2,2,D,4.43,4.33,1.7
2023/2024,Bundesliga,10/02/2024,14:30,Ein Frankfurt,Bochum,1,1,D,1.77,3.81,4.58
2023/2024,Bundesliga,10/02/2024,14:30,M'gladbach,Darmstadt,0,0,D,1.66,4.12,5.1
2023/2024,Bundesliga,10/02/2024,14:30,Union Berlin,Wolfsburg,1,0,H,2.34,3.31,3.21
2023/2024,Bundesliga,10/02/2024,14:30,Werder Bremen,Heidenheim,1,2,A,1.84,3.79,4.27
2023/2024,Bundesliga,10/02/2024,17:30,Leverkusen,Bayern Munich,3,0,H,2.39,3.54,2.88
2023/2024,Bundesliga,11/02/2024,14:30,Stuttgart,Mainz,3,1,H,1.48,4.54,6.85
2023/2024,Bundesliga,11/02/2024,16:30,Hoffenheim,FC Koln,1,1,D,1.74,4,4.6
2023/2024,Bundesliga,16/02/2024,19:30,FC Koln,Werder Bremen,0,1,A,2.44,3.35,3
2023/2024,Bundesliga,17/02/2024,14:30,Darmstadt,Stuttgart,1,2,A,6.73,4.84,1.45
