Season,League,Date,Time,Home,Away,HG,AG,Res,AvgCH,AvgCD,AvgCA
2022/2023,2. Bundesliga,10/09/2022,12:00,Karlsruhe,Heidenheim,0,0,D,2.3,3.53,2.93
2022/2023,2. Bundesliga,10/09/2022,12:00,Paderborn,Regensburg,3,0,H,1.53,4.52,5.43
2022/2023,2. Bundesliga,10/09/2022,19:30,Fortuna Dusseldorf,Hansa Rostock,3,1,H,1.83,3.57,4.29
2022/2023,2. Bundesliga,11/09/2022,12:30,Kaiserslautern,Darmstadt,3,3,D,3.45,3.64,2.02
2022/2023,2. Bundesliga,11/09/2022,12:30,Magdeburg,Greuther Furth,2,1,H,2.93,3.73,2.23
2022/2023,2. Bundesliga,11/09/2022,12:30,St Pauli,Sandhausen,1,1,D,1.67,3.85,5.03
2022/2023,2. Bundesliga,16/09/2022,17:30,Braunschweig,Karlsruhe,2,1,H,3.02,3.57,2.24
2022/2023,2. Bundesliga,16/09/2022,17:30,Sandhausen,Hannover,2,3,A,3,3.35,2.34
2022/2023,2. Bundesliga,17/09/2022,12:00,Bielefeld,Holstein Kiel,4,2,H,2.31,3.49,2.94
2022/2023,2. Bundesliga,17/09/2022,12:00,Darmstadt,Nurnberg,2,0,H,1.69,4.05,4.53
2022/2023,2. Bundesliga,17/09/2022,12:00,Hansa Rostock,Magdeburg,3,1,H,2.04,3.62,3.42
2022/2023,2. Bundesliga,17/09/2022,19:30,Hamburg,Fortuna Dusseldorf,2,0,H,2.03,3.61,3.47
2022/2023,2. Bundesliga,18/09/2022,12:30,Greuther Furth,Paderborn,2,1,H,3.23,3.82,2.06
2022/2023,2. Bundesliga,18/09/2022,12:30,Heidenheim,Kaiserslautern,2,2,D,2.03,3.51,3.56
2022/2023,2. Bundesliga,18/09/2022,12:30,Regensburg,St Pauli,2,0,H,4.01,3.83,1.83
2022/2023,2. Bundesliga,30/09/2022,17:30,Hannover,Hamburg,1,2,A,3.36,3.63,2.06
2022/2023,2. Bundesliga,30/09/2022,17:30,Paderborn,Darmstadt,1,2,A,2.45,3.7,2.63
2022/2023,2. Bundesliga,01/10/2022,12:00,Fortuna Dusseldorf,Bielefeld,4,1,H,1.73,3.85,4.54
2022/2023,2. Bundesliga,01/10/2022,12:00,Greuther Furth,Sandhausen,1,1,D,1.9,3.53,3.99
2022/2023,2. Bundesliga,01/10/2022,12:00,Holstein Kiel,Hansa Rostock,1,1,D,1.95,3.61,3.69
2022/2023,2. Bundesliga,01/10/2022,19:30,St Pauli,Heidenheim,0,0,D,2.31,3.41,3
2022/2023,2. Bundesliga,02/10/2022,12:30,Kaiserslautern,Braunschweig,1,1,D,1.95,3.64,3.69
2022/2023,2. Bundesliga,02/10/2022,12:30,Karlsruhe,Nurnberg,3,0,H,2.15,3.59,3.18
2022/2023,2. Bundesliga,02/10/2022,12:30,Magdeburg,Regensburg,1,0,H,1.75,3.88,4.39
2022/2023,2. Bundesliga,07/10/2022,17:30,Bielefeld,Karlsruhe,1,2,A,3.29,3.62,2.1
2022/2023,2. Bundesliga,07/10/2022,17:30,Regensburg,Greuther Furth,2,2,D,3.12,3.32,2.3
2022/2023,2. Bundesliga,08/10/2022,12:00,Braunschweig,St Pauli,2,1,H,2.65,3.52,2.52
2022/2023,2. Bundesliga,08/10/2022,12:00,Darmstadt,Fortuna Dusseldorf,1,0,H,2.16,3.58,3.16
2022/2023,2. Bundesliga,08/10/2022,12:00,Hansa Rostock,Paderborn,0,3,A,3.19,3.58,2.15
2022/2023,2. Bundesliga,08/10/2022,19:30,Hamburg,Kaiserslautern,1,1,D,1.67,3.97,4.87
2022/2023,2. Bundesliga,09/10/2022,12:30,Heidenheim,Hannover,2,1,H,1.89,3.7,3.86
2022/2023,2. Bundesliga,09/10/2022,12:30,Nurnberg,Holstein Kiel,2,3,A,2.19,3.62,3.08
2022/2023,2. Bundesliga,09/10/2022,12:30,Sandhausen,Magdeburg,1,0,H,2.48,3.47,2.74
2022/2023,2. Bundesliga,14/10/2022,17:30,Greuther Furth,Hansa Rostock,2,2,D,2.17,3.35,3.35
2022/2023,2. Bundesliga,14/10/2022,17:30,St Pauli,Hamburg,3,0,H,2.93,3.49,2.32
2022/2023,2. Bundesliga,15/10/2022,12:00,Fortuna Dusseldorf,Nurnberg,0,1,A,1.84,3.7,4.1
2022/2023,2. Bundesliga,15/10/2022,12:00,Karlsruhe,Darmstadt,1,2,A,2.78,3.48,2.43
2022/2023,2. Bundesliga,15/10/2022,12:00,Magdeburg,Braunschweig,0,2,A,2.3,3.62,2.88
2022/2023,2. Bundesliga,15/10/2022,19:30,Hannover,Bielefeld,2,0,H,1.94,3.65,3.75
2022/2023,2. Bundesliga,16/10/2022,12:30,Holstein Kiel,Heidenheim,3,1,H,2.45,3.39,2.8
2022/2023,2. Bundesliga,16/10/2022,12:30,Kaiserslautern,Regensburg,0,3,A,1.82,3.55,4.34
2022/2023,2. Bundesliga,16/10/2022,12:30,Paderborn,Sandhausen,3,0,H,1.42,4.7,7.14
2022/2023,2. Bundesliga,21/10/2022,17:30,Darmstadt,Holstein Kiel,1,1,D,1.79,3.89,4.14
2022/2023,2. Bundesliga,21/10/2022,17:30,Hansa Rostock,Kaiserslautern,0,2,A,2.89,3.3,2.45
2022/2023,2. Bundesliga,22/10/2022,12:00,Braunschweig,Paderborn,0,0,D,3.83,3.87,1.86
2022/2023,2. Bundesliga,22/10/2022,12:00,Nurnberg,Hannover,0,0,D,2,3.53,3.64
2022/2023,2. Bundesliga,22/10/2022,12:00,Regensburg,Sandhausen,2,1,H,2.03,3.37,3.75
2022/2023,2. Bundesliga,22/10/2022,19:30,Bielefeld,St Pauli,2,0,H,3.18,3.48,2.19
2022/2023,2. Bundesliga,23/10/2022,12:30,Hamburg,Magdeburg,2,3,A,1.55,4.57,5.18
2022/2023,2. Bundesliga,23/10/2022,12:30,Heidenheim,Greuther Furth,3,1,H,2.15,3.39,3.35
2022/2023,2. Bundesliga,23/10/2022,12:30,Karlsruhe,Fortuna Dusseldorf,0,2,A,2.2,3.46,3.19
2022/2023,2. Bundesliga,28/10/2022,17:30,Greuther Furth,Bielefeld,1,0,H,1.97,3.61,3.67
2022/2023,2. Bundesliga,28/10/2022,17:30,Magdeburg,Heidenheim,1,1,D,2.84,3.52,2.37
2022/2023,2. Bundesliga,29/10/2022,12:00,Holstein Kiel,Fortuna Dusseldorf,1,2,A,2.42,3.54,2.75
2022/2023,2. Bundesliga,29/10/2022,12:00,Kaiserslautern,Nurnberg,0,0,D,2.17,3.41,3.28
2022/2023,2. Bundesliga,29/10/2022,12:00,Regensburg,Hansa Rostock,0,3,A,2.34,3.36,3.01
2022/2023,2. Bundesliga,29/10/2022,19:30,St Pauli,Darmstadt,1,1,D,2.6,3.4,2.63
2022/2023,2. Bundesliga,30/10/2022,12:30,Hannover,Karlsruhe,1,0,H,2.49,3.38,2.77
2022/2023,2. Bundesliga,30/10/2022,12:30,Paderborn,Hamburg,2,3,A,2.2,3.83,2.92
2022/2023,2. Bundesliga,30/10/2022,12:30,Sandhausen,Braunschweig,2,2,D,3.1,3.29,2.31
2022/2023,2. Bundesliga,04/11/2022,17:30,Darmstadt,Hannover,1,0,H,1.79,3.77,4.23
2022/2023,2. Bundesliga,04/11/2022,17:30,Hansa Rostock,Sandhausen,0,1,A,1.98,3.3,4.03
2022/2023,2. Bundesliga,05/11/2022,12:00,Fortuna Dusseldorf,St Pauli,1,0,H,2.33,3.4,3.01
2022/2023,2. Bundesliga,05/11/2022,12:00,Heidenheim,Paderborn,3,0,H,2.87,3.24,2.49
2022/2023,2. Bundesliga,05/11/2022,12:00,Karlsruhe,Holstein Kiel,1,4,A,2.36,3.64,2.79
2022/2023,2. Bundesliga,05/11/2022,19:30,Bielefeld,Kaiserslautern,2,3,A,2.99,3.34,2.36
2022/2023,2. Bundesliga,06/11/2022,12:30,Braunschweig,Greuther Furth,0,1,A,2.55,3.31,2.74
2022/2023,2. Bundesliga,06/11/2022,12:30,Hamburg,Regensburg,3,1,H,1.43,4.76,6.66
2022/2023,2. Bundesliga,06/11/2022,12:30,Nurnberg,Magdeburg,1,2,A,2.08,3.51,3.42
2022/2023,2. Bundesliga,08/11/2022,17:30,Hannover,Fortuna Dusseldorf,2,0,H,2.72,3.29,2.59
2022/2023,2. Bundesliga,08/11/2022,17:30,Kaiserslautern,Karlsruhe,2,0,H,2.42,3.36,2.89
2022/2023,2. Bundesliga,08/11/2022,17:30,Paderborn,Bielefeld,0,2,A,1.53,4.43,5.62
2022/2023,2. Bundesliga,08/11/2022,17:30,St Pauli,Holstein Kiel,0,0,D,2.19,3.56,3.12
2022/2023,2. Bundesliga,09/11/2022,17:30,Greuther Furth,Hamburg,1,0,H,3.15,3.57,2.17
2022/2023,2. Bundesliga,09/11/2022,17:30,Hansa Rostock,Nurnberg,1,1,D,2.44,3.11,3.05
2022/2023,2. Bundesliga,09/11/2022,17:30,Regensburg,Braunschweig,1,1,D,2.66,3.28,2.66
2022/2023,2. Bundesliga,09/11/2022,17:30,Sandhausen,Heidenheim,3,4,A,3.19,3.24,2.29
2022/2023,2. Bundesliga,10/11/2022,19:30,Magdeburg,Darmstadt,0,1,A,3.26,3.66,2.08
2022/2023,2. Bundesliga,11/11/2022,17:30,Fortuna Dusseldorf,Kaiserslautern,1,2,A,1.96,3.46,3.84
2022/2023,2. Bundesliga,11/11/2022,17:30,Holstein Kiel,Hannover,1,1,D,1.94,3.7,3.68
2022/2023,2. Bundesliga,12/11/2022,12:00,Hamburg,Sandhausen,4,2,H,1.5,4.52,5.82
2022/2023,2. Bundesliga,12/11/2022,12:00,Heidenheim,Regensburg,5,4,H,1.78,3.7,4.39
2022/2023,2. Bundesliga,12/11/2022,12:00,Karlsruhe,St Pauli,4,4,D,2.23,3.35,3.22
2022/2023,2. Bundesliga,12/11/2022,19:30,Braunschweig,Hansa Rostock,0,1,A,2.56,3.1,2.88
2022/2023,2. Bundesliga,13/11/2022,12:30,Bielefeld,Magdeburg,3,1,H,2.39,3.67,2.7
2022/2023,2. Bundesliga,13/11/2022,12:30,Darmstadt,Greuther Furth,1,1,D,2.08,3.43,3.5
2022/2023,2. Bundesliga,13/11/2022,12:30,Nurnberg,Paderborn,2,1,H,2.86,3.36,2.43
2022/2023,2. Bundesliga,27/01/2023,17:30,Fortuna Dusseldorf,Magdeburg,3,2,H,1.7,3.9,4.7
2022/2023,2. Bundesliga,27/01/2023,17:30,Karlsruhe,Paderborn,0,1,A,2.56,3.55,2.58
2022/2023,2. Bundesliga,28/01/2023,12:00,Darmstadt,Regensburg,2,0,H,1.54,4.21,5.81
2022/2023,2. Bundesliga,28/01/2023,12:00,Heidenheim,Hansa Rostock,2,0,H,1.89,3.49,4.14
2022/2023,2. Bundesliga,28/01/2023,12:00,Holstein Kiel,Greuther Furth,2,1,H,2.58,3.27,2.74
2022/2023,2. Bundesliga,28/01/2023,19:30,Hannover,Kaiserslautern,1,3,A,2.24,3.22,3.32
2022/2023,2. Bundesliga,29/01/2023,12:30,Bielefeld,Sandhausen,1,2,A,2.13,3.27,3.51
2022/2023,2. Bundesliga,29/01/2023,12:30,Hamburg,Braunschweig,4,2,H,1.41,4.91,6.75
2022/2023,2. Bundesliga,29/01/2023,12:30,Nurnberg,St Pauli,0,1,A,2.78,3.38,2.47
2022/2023,2. Bundesliga,03/02/2023,17:30,Paderborn,Fortuna Dusseldorf,4,1,H,2.38,3.41,2.91
2022/2023,2. Bundesliga,03/02/2023,17:30,Sandhausen,Darmstadt,0,4,A,3.64,3.24,2.1
2022/2023,2. Bundesliga,04/02/2023,12:00,Braunschweig,Heidenheim,2,0,H,3.06,3.21,2.38
2022/2023,2. Bundesliga,04/02/2023,12:00,Kaiserslautern,Holstein Kiel,2,1,H,2.37,3.44,2.9
2022/2023,2. Bundesliga,04/02/2023,12:00,Regensburg,Bielefeld,1,3,A,2.54,3.26,2.8
2022/2023,2. Bundesliga,04/02/2023,19:30,Greuther Furth,Nurnberg,1,0,H,2.12,3.19,3.67
2022/2023,2. Bundesliga,05/02/2023,12:30,Hansa Rostock,Hamburg,0,2,A,3.89,3.63,1.9
2022/2023,2. Bundesliga,05/02/2023,12:30,Magdeburg,Karlsruhe,1,1,D,2.71,3.43,2.51
2022/2023,2. Bundesliga,05/02/2023,12:30,St Pauli,Hannover,2,0,H,1.94,3.57,3.82
2022/2023,2. Bundesliga,10/02/2023,17:30,Bielefeld,Hansa Rostock,0,1,A,2.28,3.16,3.31
2022/2023,2. Bundesliga,10/02/2023,17:30,Karlsruhe,Greuther Furth,2,1,H,2.55,3.33,2.74
2022/2023,2. Bundesliga,11/02/2023,12:00,Hannover,Paderborn,3,4,A,3.03,3.47,2.28
2022/2023,2. Bundesliga,11/02/2023,12:00,Holstein Kiel,Magdeburg,2,3,A,1.83,3.82,4.01
2022/2023,2. Bundesliga,11/02/2023,12:00,Nurnberg,Regensburg,1,0,H,2.09,3.33,3.56
2022/2023,2. Bundesliga,11/02/2023,19:30,Heidenheim,Hamburg,3,3,D,2.89,3.55,2.32
2022/2023,2. Bundesliga,12/02/2023,12:30,Darmstadt,Braunschweig,2,1,H,1.59,4.14,5.36
2022/2023,2. Bundesliga,12/02/2023,12:30,Fortuna Dusseldorf,Sandhausen,2,0,H,1.64,3.87,5.39
2022/2023,2. Bundesliga,12/02/2023,12:30,St Pauli,Kaiserslautern,1,0,H,2.02,3.45,3.67
2022/2023,2. Bundesliga,17/02/2023,17:30,Braunschweig,Holstein Kiel,2,3,A,2.87,3.45,2.39
2022/2023,2. Bundesliga,17/02/2023,17:30,Paderborn,Kaiserslautern,1,0,H,1.98,3.55,3.7
2022/2023,2. Bundesliga,18/02/2023,12:00,Greuther Furth,Fortuna Dusseldorf,2,1,H,2.35,3.29,3.03
2022/2023,2. Bundesliga,18/02/2023,12:00,Magdeburg,St Pauli,1,2,A,3.36,3.59,2.07
2022/2023,2. Bundesliga,18/02/2023,12:00,Regensburg,Hannover,1,1,D,2.92,3.31,2.43
2022/2023,2. Bundesliga,18/02/2023,19:30,Hansa Rostock,Darmstadt,0,1,A,3.13,3.21,2.34
2022/2023,2. Bundesliga,19/02/2023,12:30,Hamburg,Bielefeld,2,1,H,1.53,4.42,5.59
2022/2023,2. Bundesliga,19/02/2023,12:30,Heidenheim,Nurnberg,5,0,H,1.91,3.3,4.3
2022/2023,2. Bundesliga,19/02/2023,12:30,Sandhausen,Karlsruhe,0,3,A,3.29,3.35,2.2
2022/2023,2. Bundesliga,24/02/2023,17:30,Fortuna Dusseldorf,Braunschweig,3,1,H,1.61,4.11,5.17
2022/2023,2. Bundesliga,24/02/2023,17:30,Karlsruhe,Regensburg,1,0,H,1.77,3.77,4.41
2022/2023,2. Bundesliga,25/02/2023,12:00,Holstein Kiel,Paderborn,1,1,D,2.57,3.63,2.56
2022/2023,2. Bundesliga,25/02/2023,12:00,Kaiserslautern,Greuther Furth,3,1,H,2.31,3.21,3.2
2022/2023,2. Bundesliga,25/02/2023,12:00,Nurnberg,Sandhausen,1,0,H,1.87,3.42,4.36
2022/2023,2. Bundesliga,25/02/2023,19:30,Darmstadt,Hamburg,1,1,D,2.5,3.53,2.67
2022/2023,2. Bundesliga,26/02/2023,12:30,Bielefeld,Heidenheim,0,1,A,2.89,3.23,2.49
2022/2023,2. Bundesliga,26/02/2023,12:30,Hannover,Magdeburg,1,2,A,2.02,3.84,3.31
2022/2023,2. Bundesliga,26/02/2023,12:30,St Pauli,Hansa Rostock,1,0,H,1.67,3.63,5.48
2022/2023,2. Bundesliga,03/03/2023,17:30,Magdeburg,Kaiserslautern,2,0,H,2.77,3.52,2.42
2022/2023,2. Bundesliga,03/03/2023,17:30,Paderborn,St Pauli,1,2,A,2.46,3.27,2.9
2022/2023,2. Bundesliga,04/03/2023,12:00,Hamburg,Nurnberg,3,0,H,1.51,4.33,6.04
2022/2023,2. Bundesliga,04/03/2023,12:00,Regensburg,Fortuna Dusseldorf,0,1,A,3.36,3.39,2.16
2022/2023,2. Bundesliga,04/03/2023,12:00,Sandhausen,Holstein Kiel,1,1,D,3.83,3.59,1.94
2022/2023,2. Bundesliga,04/03/2023,19:30,Heidenheim,Darmstadt,1,0,H,2.36,3.22,3.08
2022/2023,2. Bundesliga,05/03/2023,12:30,Braunschweig,Bielefeld,3,3,D,2.62,3.29,2.68
2022/2023,2. Bundesliga,05/03/2023,12:30,Greuther Furth,Hannover,1,1,D,1.81,3.72,4.21
2022/2023,2. Bundesliga,05/03/2023,12:30,Hansa Rostock,Karlsruhe,0,2,A,2.72,3.25,2.59
2022/2023,2. Bundesliga,10/03/2023,17:30,Kaiserslautern,Sandhausen,2,2,D,1.76,3.59,4.66
2022/2023,2. Bundesliga,10/03/2023,17:30,Nurnberg,Braunschweig,2,0,H,2.3,3.19,3.21
2022/2023,2. Bundesliga,11/03/2023,12:00,Bielefeld,Darmstadt,3,1,H,3.06,3.36,2.29
2022/2023,2. Bundesliga,11/03/2023,12:00,Magdeburg,Paderborn,0,0,D,2.61,3.62,2.49
2022/2023,2. Bundesliga,11/03/2023,12:00,St Pauli,Greuther Furth,2,1,H,2.16,3.31,3.36
2022/2023,2. Bundesliga,11/03/2023,19:30,Fortuna Dusseldorf,Heidenheim,1,1,D,2.11,3.29,3.52
2022/2023,2. Bundesliga,12/03/2023,12:30,Hannover,Hansa Rostock,1,1,D,2.19,3.32,3.31
2022/2023,2. Bundesliga,12/03/2023,12:30,Holstein Kiel,Regensburg,1,2,A,1.84,3.75,4
2022/2023,2. Bundesliga,12/03/2023,12:30,Karlsruhe,Hamburg,4,2,H,2.95,3.69,2.22
2022/2023,2. Bundesliga,17/03/2023,17:30,Bielefeld,Nurnberg,2,2,D,2.1,3.26,3.61
2022/2023,2. Bundesliga,17/03/2023,17:30,Heidenheim,Karlsruhe,5,2,H,2.24,3.36,3.15
2022/2023,2. Bundesliga,18/03/2023,12:00,Greuther Furth,Magdeburg,3,0,H,1.99,3.69,3.42
2022/2023,2. Bundesliga,18/03/2023,12:00,Hamburg,Holstein Kiel,0,0,D,1.68,4.27,4.33
2022/2023,2. Bundesliga,18/03/2023,12:00,Regensburg,Paderborn,1,0,H,3.23,3.44,2.17
2022/2023,2. Bundesliga,18/03/2023,19:30,Darmstadt,Kaiserslautern,2,0,H,1.92,3.48,3.95
2022/2023,2. Bundesliga,19/03/2023,12:30,Braunschweig,Hannover,1,0,H,2.39,3.45,2.82
2022/2023,2. Bundesliga,19/03/2023,12:30,Hansa Rostock,Fortuna Dusseldorf,2,5,A,3.28,3.3,2.2
2022/2023,2. Bundesliga,19/03/2023,12:30,Sandhausen,St Pauli,0,5,A,4.03,3.5,1.89
2022/2023,2. Bundesliga,31/03/2023,17:30,Fortuna Dusseldorf,Hamburg,2,2,D,2.35,3.63,2.77
2022/2023,2. Bundesliga,31/03/2023,17:30,Nurnberg,Darmstadt,0,1,A,3.18,3.18,2.3
2022/2023,2. Bundesliga,01/04/2023,12:00,Hannover,Sandhausen,3,1,H,1.79,3.66,4.37
2022/2023,2. Bundesliga,01/04/2023,12:00,Karlsruhe,Braunschweig,1,1,D,1.78,3.8,4.21
2022/2023,2. Bundesliga,01/04/2023,12:00,St Pauli,Regensburg,1,0,H,1.51,4.14,6.4
2022/2023,2. Bundesliga,01/04/2023,19:30,Kaiserslautern,Heidenheim,2,2,D,2.67,3.13,2.71
2022/2023,2. Bundesliga,02/04/2023,12:30,Holstein Kiel,Bielefeld,2,3,A,2.08,3.54,3.34
2022/2023,2. Bundesliga,02/04/2023,12:30,Magdeburg,Hansa Rostock,3,0,H,2.23,3.29,3.24
2022/2023,2. Bundesliga,02/04/2023,12:30,Paderborn,Greuther Furth,3,2,H,2.04,3.49,3.51
2022/2023,2. Bundesliga,08/04/2023,12:00,Braunschweig,Kaiserslautern,1,0,H,2.44,3.26,2.91
2022/2023,2. Bundesliga,08/04/2023,12:00,Hamburg,Hannover,6,1,H,1.35,5.3,7.53
