Season,League,Date,Time,Home,Away,HG,AG,Res,AvgCH,AvgCD,AvgCA
2025/2026,Scottish Premiership,29/10/2025,19:45,Celtic,Falkirk,4,0,H,1.17,7.45,13.13
2025/2026,Scottish Premiership,29/10/2025,19:45,Hibernian,Rangers,0,1,A,2.66,3.55,2.44
2025/2026,Scottish Premiership,29/10/2025,19:45,Kilmarnock,Aberdeen,0,1,A,2.68,3.31,2.55
2025/2026,Scottish Premiership,29/10/2025,19:45,Motherwell,Dundee United,2,0,H,2.02,3.64,3.29
2025/2026,Scottish Premiership,29/10/2025,19:45,St Mirren,Hearts,2,2,D,3.72,3.53,1.94
2025/2026,Scottish Premiership,01/11/2025,15:00,Falkirk,Kilmarnock,3,1,H,2.03,3.51,3.43
2025/2026,Scottish Premiership,01/11/2025,15:00,Hearts,Dundee,4,0,H,1.24,5.73,11.28
2025/2026,Scottish Premiership,01/11/2025,15:00,Livingston,Hibernian,2,2,D,3.51,3.5,2.01
2025/2026,Scottish Premiership,08/11/2025,15:00,Falkirk,Livingston,1,1,D,1.96,3.55,3.63
2025/2026,Scottish Premiership,08/11/2025,17:45,St Mirren,Hibernian,0,3,A,2.66,3.31,2.57
2025/2026,Scottish Premiership,09/11/2025,15:00,Aberdeen,Motherwell,1,1,D,2.35,3.49,2.82
2025/2026,Scottish Premiership,09/11/2025,15:00,Dundee,Rangers,0,3,A,6.86,4.56,1.42
2025/2026,Scottish Premiership,09/11/2025,15:00,Hearts,Dundee United,1,1,D,1.34,5.2,7.9
2025/2026,Scottish Premiership,09/11/2025,16:00,Celtic,Kilmarnock,4,0,H,1.14,8.03,15.94
2025/2026,Scottish Premiership,22/11/2025,15:00,Dundee United,Falkirk,0,3,A,1.99,3.58,3.5
2025/2026,Scottish Premiership,22/11/2025,15:00,Hibernian,Dundee,2,0,H,1.35,4.87,8.25
2025/2026,Scottish Premiership,22/11/2025,15:00,Kilmarnock,Motherwell,1,3,A,3.32,3.35,2.13
2025/2026,Scottish Premiership,22/11/2025,15:00,Rangers,Livingston,2,1,H,1.27,5.58,9.72
2025/2026,Scottish Premiership,22/11/2025,20:00,St Mirren,Celtic,0,1,A,6.6,4.71,1.42
2025/2026,Scottish Premiership,23/11/2025,15:00,Aberdeen,Hearts,1,0,H,3.63,3.46,1.99
2025/2026,Scottish Premiership,25/11/2025,19:45,Motherwell,Hibernian,2,0,H,3.02,3.37,2.27
2025/2026,Scottish Premiership,29/11/2025,15:00,Dundee,St Mirren,3,1,H,3.41,3.31,2.11
2025/2026,Scottish Premiership,29/11/2025,15:00,Motherwell,Hearts,0,0,D,3.26,3.28,2.19
2025/2026,Scottish Premiership,29/11/2025,17:45,Kilmarnock,Dundee United,1,1,D,2.42,3.28,2.85
2025/2026,Scottish Premiership,30/11/2025,12:00,Hibernian,Celtic,1,2,A,4.04,3.77,1.79
2025/2026,Scottish Premiership,30/11/2025,14:00,Rangers,Falkirk,0,0,D,1.5,4.4,5.8
2025/2026,Scottish Premiership,30/11/2025,15:00,Livingston,Aberdeen,0,1,A,2.57,3.27,2.68
2025/2026,Scottish Premiership,03/12/2025,19:45,Aberdeen,St Mirren,3,3,D,2.25,3.22,3.19
2025/2026,Scottish Premiership,03/12/2025,19:45,Celtic,Dundee,1,0,H,1.11,8.79,17.88
2025/2026,Scottish Premiership,03/12/2025,19:45,Dundee United,Rangers,2,2,D,3.55,3.52,1.99
2025/2026,Scottish Premiership,03/12/2025,19:45,Falkirk,Motherwell,0,0,D,3.22,3.34,2.18
2025/2026,Scottish Premiership,03/12/2025,19:45,Hearts,Kilmarnock,1,1,D,1.28,5.27,10.36
2025/2026,Scottish Premiership,06/12/2025,15:00,Dundee,Aberdeen,1,3,A,3.41,3.25,2.15
2025/2026,Scottish Premiership,06/12/2025,15:00,Hibernian,Falkirk,3,0,H,1.69,3.78,4.79
2025/2026,Scottish Premiership,06/12/2025,15:00,Motherwell,Livingston,3,0,H,1.69,3.8,4.66
2025/2026,Scottish Premiership,06/12/2025,15:00,St Mirren,Dundee United,2,0,H,1.82,3.6,4.18
2025/2026,Scottish Premiership,06/12/2025,20:00,Kilmarnock,Rangers,0,3,A,4.54,3.86,1.69
2025/2026,Scottish Premiership,07/12/2025,15:00,Celtic,Hearts,1,2,A,1.55,4.14,5.48
2025/2026,Scottish Premiership,13/12/2025,15:00,Dundee United,Motherwell,0,0,D,3,3.4,2.26
2025/2026,Scottish Premiership,13/12/2025,15:00,Livingston,Dundee,2,2,D,1.81,3.55,4.23
2025/2026,Scottish Premiership,13/12/2025,20:00,Falkirk,Hearts,0,2,A,4.2,3.61,1.8
2025/2026,Scottish Premiership,14/12/2025,15:00,Aberdeen,Kilmarnock,2,1,H,1.68,3.69,4.93
2025/2026,Scottish Premiership,15/12/2025,19:45,Rangers,Hibernian,1,0,H,2.02,3.45,3.47
2025/2026,Scottish Premiership,17/12/2025,20:00,Dundee United,Celtic,2,1,H,5.88,4.48,1.48
2025/2026,Scottish Premiership,20/12/2025,15:00,Dundee United,Hibernian,1,1,D,3.17,3.41,2.17
2025/2026,Scottish Premiership,20/12/2025,15:00,Kilmarnock,Falkirk,0,1,A,2.43,3.26,2.85
2025/2026,Scottish Premiership,20/12/2025,15:00,Motherwell,Dundee,1,0,H,1.34,4.87,8.45
2025/2026,Scottish Premiership,20/12/2025,15:00,St Mirren,Livingston,1,0,H,1.85,3.48,4.19
2025/2026,Scottish Premiership,21/12/2025,13:30,Hearts,Rangers,2,1,H,2.1,3.36,3.38
2025/2026,Scottish Premiership,21/12/2025,15:00,Celtic,Aberdeen,3,1,H,1.34,5.34,7.31
2025/2026,Scottish Premiership,27/12/2025,12:30,Hibernian,Hearts,3,2,H,2.65,3.03,2.29
2025/2026,Scottish Premiership,27/12/2025,15:00,Dundee,Falkirk,1,0,H,3.38,3.13,2.2
2025/2026,Scottish Premiership,27/12/2025,15:00,Livingston,Celtic,2,4,A,7.03,4.83,1.38
2025/2026,Scottish Premiership,27/12/2025,15:00,Rangers,Motherwell,1,0,H,1.75,3.65,4.38
2025/2026,Scottish Premiership,27/12/2025,15:00,St Mirren,Kilmarnock,0,0,D,1.62,3.72,5.31
2025/2026,Scottish Premiership,27/12/2025,17:45,Aberdeen,Dundee United,1,1,D,1.76,3.72,4.23
2025/2026,Scottish Premiership,30/12/2025,19:45,Dundee,Kilmarnock,2,1,H,2.81,3.05,2.59
2025/2026,Scottish Premiership,30/12/2025,19:45,Hibernian,Aberdeen,2,0,H,1.83,3.66,4.03
2025/2026,Scottish Premiership,30/12/2025,19:45,Livingston,Dundee United,1,3,A,2.25,3.3,3.11
2025/2026,Scottish Premiership,30/12/2025,19:45,Rangers,St Mirren,2,1,H,1.56,4.08,5.5
2025/2026,Scottish Premiership,30/12/2025,20:00,Motherwell,Celtic,2,0,H,4.85,4.04,1.63
2025/2026,Scottish Premiership,03/01/2026,12:30,Celtic,Rangers,1,3,A,1.69,4.11,4.34
2025/2026,Scottish Premiership,03/01/2026,15:00,Dundee United,Dundee,0,1,A,1.66,3.81,4.8
2025/2026,Scottish Premiership,03/01/2026,15:00,Falkirk,Aberdeen,1,0,H,2.21,3.36,3.12
2025/2026,Scottish Premiership,03/01/2026,15:00,Hearts,Livingston,1,0,H,1.23,5.85,11.88
2025/2026,Scottish Premiership,03/01/2026,15:00,Kilmarnock,Hibernian,1,3,A,4.02,3.47,1.87
2025/2026,Scottish Premiership,03/01/2026,15:00,Motherwell,St Mirren,2,0,H,1.91,3.36,4.05
2025/2026,Scottish Premiership,06/01/2026,20:00,Rangers,Aberdeen,2,0,H,1.34,4.97,8.35
2025/2026,Scottish Premiership,10/01/2026,15:00,Celtic,Dundee United,4,0,H,1.22,6.5,10.83
2025/2026,Scottish Premiership,10/01/2026,15:00,Hibernian,Motherwell,1,1,D,2.02,3.35,3.63
2025/2026,Scottish Premiership,10/01/2026,15:00,Livingston,Kilmarnock,1,1,D,2.23,3.2,3.22
2025/2026,Scottish Premiership,10/01/2026,15:00,St Mirren,Falkirk,0,2,A,2.12,3.25,3.44
2025/2026,Scottish Premiership,11/01/2026,14:00,Dundee,Hearts,0,1,A,6.05,4.1,1.52
2025/2026,Scottish Premiership,11/01/2026,16:30,Aberdeen,Rangers,0,2,A,4.2,3.66,1.79
2025/2026,Scottish Premiership,14/01/2026,19:45,Falkirk,Celtic,0,1,A,6.15,4.48,1.47
2025/2026,Scottish Premiership,14/01/2026,19:45,Hearts,St Mirren,2,0,H,1.44,4.35,6.83
2025/2026,Scottish Premiership,20/01/2026,19:45,Livingston,St Mirren,1,1,D,2.88,3.13,2.46
2025/2026,Scottish Premiership,24/01/2026,15:00,Aberdeen,Livingston,6,2,H,1.76,3.69,4.34
2025/2026,Scottish Premiership,24/01/2026,15:00,Falkirk,Hibernian,4,1,H,2.68,3.19,2.6
2025/2026,Scottish Premiership,24/01/2026,15:00,Motherwell,Kilmarnock,4,0,H,1.49,4.03,6.56
2025/2026,Scottish Premiership,25/01/2026,15:00,Hearts,Celtic,2,2,D,3.09,3.38,2.21
2025/2026,Scottish Premiership,25/01/2026,15:00,Rangers,Dundee,3,0,H,1.27,5.44,9.91
2025/2026,Scottish Premiership,31/01/2026,15:00,Kilmarnock,Aberdeen,3,0,H,2.96,3.36,2.31
2025/2026,Scottish Premiership,31/01/2026,15:00,Livingston,Motherwell,0,2,A,4.02,3.63,1.83
2025/2026,Scottish Premiership,31/01/2026,15:00,St Mirren,Dundee,0,0,D,1.81,3.45,4.42
2025/2026,Scottish Premiership,31/01/2026,20:00,Dundee United,Hearts,0,3,A,4.58,3.62,1.73
2025/2026,Scottish Premiership,01/02/2026,14:00,Hibernian,Rangers,0,0,D,3.68,3.53,1.94
2025/2026,Scottish Premiership,01/02/2026,15:00,Celtic,Falkirk,2,0,H,1.36,4.92,7.51
2025/2026,Scottish Premiership,03/02/2026,20:00,St Mirren,Hearts,1,0,H,4.06,3.19,1.95
2025/2026,Scottish Premiership,04/02/2026,19:45,Hibernian,Dundee United,3,2,H,1.55,3.97,5.61
2025/2026,Scottish Premiership,04/02/2026,19:45,Livingston,Falkirk,1,2,A,3.92,3.48,1.89
2025/2026,Scottish Premiership,04/02/2026,19:45,Rangers,Kilmarnock,5,1,H,1.23,5.8,11.35
2025/2026,Scottish Premiership,10/02/2026,20:00,Hearts,Hibernian,1,0,H,1.74,3.56,4.62
2025/2026,Scottish Premiership,11/02/2026,19:45,Celtic,Livingston,2,1,H,1.1,8.93,18.81
2025/2026,Scottish Premiership,11/02/2026,19:45,Falkirk,Dundee,1,0,H,1.81,3.47,4.31
2025/2026,Scottish Premiership,11/02/2026,19:45,Kilmarnock,St Mirren,4,3,H,3.05,3.24,2.31
2025/2026,Scottish Premiership,11/02/2026,20:00,Motherwell,Rangers,1,1,D,2.85,3.33,2.37
2025/2026,Scottish Premiership,14/02/2026,15:00,Dundee,Livingston,2,2,D,1.78,3.63,4.26
2025/2026,Scottish Premiership,14/02/2026,15:00,Falkirk,Dundee United,2,3,A,1.76,3.64,4.41
2025/2026,Scottish Premiership,14/02/2026,15:00,Hibernian,St Mirren,2,0,H,1.88,3.5,3.92
2025/2026,Scottish Premiership,15/02/2026,14:00,Kilmarnock,Celtic,2,3,A,7.41,5.08,1.35
2025/2026,Scottish Premiership,15/02/2026,14:30,Motherwell,Aberdeen,2,0,H,1.56,4.1,5.34
2025/2026,Scottish Premiership,15/02/2026,16:30,Rangers,Hearts,4,2,H,1.86,3.58,3.93
2025/2026,Scottish Premiership,21/02/2026,15:00,Aberdeen,Dundee,2,3,A,1.95,3.5,3.68
2025/2026,Scottish Premiership,21/02/2026,15:00,Dundee United,Kilmarnock,1,1,D,1.93,3.56,3.7
2025/2026,Scottish Premiership,21/02/2026,15:00,Hearts,Falkirk,1,0,H,1.75,3.55,4.56
2025/2026,Scottish Premiership,21/02/2026,19:30,St Mirren,Motherwell,0,5,A,3.12,3.24,2.27
2025/2026,Scottish Premiership,22/02/2026,15:00,Celtic,Hibernian,1,2,A,1.42,4.62,6.58
2025/2026,Scottish Premiership,22/02/2026,15:00,Livingston,Rangers,2,2,D,8.72,5.31,1.3
2025/2026,Scottish Premiership,24/02/2026,19:45,Dundee United,Aberdeen,0,0,D,2.09,3.38,3.34
2025/2026,Scottish Premiership,28/02/2026,15:00,Dundee,Hibernian,3,3,D,3.18,3.39,2.16
2025/2026,Scottish Premiership,28/02/2026,15:00,Falkirk,Kilmarnock,5,1,H,1.64,3.9,4.87
2025/2026,Scottish Premiership,28/02/2026,15:00,Hearts,Aberdeen,1,0,H,1.41,4.49,7.13
2025/2026,Scottish Premiership,28/02/2026,15:00,Livingston,St Mirren,1,1,D,3.34,3.43,2.07
2025/2026,Scottish Premiership,28/02/2026,15:00,Motherwell,Dundee United,2,0,H,1.35,4.81,8.19
2025/2026,Scottish Premiership,01/03/2026,12:00,Rangers,Celtic,2,2,D,2.08,3.64,3.13
2025/2026,Scottish Premiership,03/03/2026,19:45,Dundee United,St Mirren,2,1,H,2.49,3.11,2.86
2025/2026,Scottish Premiership,04/03/2026,20:00,Aberdeen,Celtic,1,2,A,4.9,4.21,1.58
2025/2026,Scottish Premiership,07/03/2026,15:00,Dundee,Motherwell,2,1,H,4.16,3.57,1.82
2025/2026,Scottish Premiership,14/03/2026,15:00,Aberdeen,Falkirk,1,1,D,2.83,3.32,2.39
2025/2026,Scottish Premiership,14/03/2026,15:00,Celtic,Motherwell,3,1,H,1.65,4.04,4.51
2025/2026,Scottish Premiership,14/03/2026,15:00,Hibernian,Livingston,0,0,D,1.38,4.68,7.28
2025/2026,Scottish Premiership,14/03/2026,20:00,Kilmarnock,Hearts,1,0,H,4.41,3.9,1.7
2025/2026,Scottish Premiership,15/03/2026,12:00,St Mirren,Rangers,0,1,A,6.16,4.36,1.46
2025/2026,Scottish Premiership,15/03/2026,14:00,Dundee,Dundee United,2,2,D,2.42,3.27,2.82
2025/2026,Scottish Premiership,21/03/2026,15:00,Falkirk,St Mirren,1,2,A,1.75,3.62,4.47
2025/2026,Scottish Premiership,21/03/2026,15:00,Hearts,Dundee,1,0,H,1.37,4.66,7.55
2025/2026,Scottish Premiership,21/03/2026,15:00,Kilmarnock,Livingston,2,0,H,1.79,3.69,4.1
2025/2026,Scottish Premiership,21/03/2026,15:00,Motherwell,Hibernian,0,0,D,1.93,3.48,3.75
2025/2026,Scottish Premiership,21/03/2026,17:45,Rangers,Aberdeen,4,1,H,1.18,6.57,13.54
2025/2026,Scottish Premiership,22/03/2026,12:30,Dundee United,Celtic,2,0,H,5.13,4.53,1.52
2025/2026,Scottish Premiership,04/04/2026,15:00,Hibernian,Kilmarnock,3,0,H,1.54,4.03,5.8
2025/2026,Scottish Premiership,04/04/2026,15:00,Motherwell,Falkirk,2,3,A,1.91,3.47,3.84
2025/2026,Scottish Premiership,04/04/2026,15:00,Rangers,Dundee United,4,2,H,1.3,5.31,8.66
2025/2026,Scottish Premiership,04/04/2026,15:00,St Mirren,Aberdeen,2,0,H,1.95,3.44,3.7
2025/2026,Scottish Premiership,05/04/2026,14:00,Livingston,Hearts,2,2,D,6.55,4.31,1.45
2025/2026,Scottish Premiership,05/04/2026,16:30,Dundee,Celtic,1,2,A,5.6,4.36,1.5
2025/2026,Scottish Premiership,11/04/2026,15:00,Aberdeen,Hibernian,2,0,H,3.2,3.38,2.15
2025/2026,Scottish Premiership,11/04/2026,15:00,Celtic,St Mirren,1,0,H,1.27,5.64,9.33
2025/2026,Scottish Premiership,11/04/2026,15:00,Dundee United,Livingston,3,2,H,1.63,3.95,4.83
2025/2026,Scottish Premiership,11/04/2026,15:00,Hearts,Motherwell,3,1,H,1.96,3.4,3.71
2025/2026,Scottish Premiership,11/04/2026,15:00,Kilmarnock,Dundee,2,2,D,2.15,3.4,3.18
2025/2026,Scottish Premiership,12/04/2026,12:00,Falkirk,Rangers,3,6,A,3.88,3.6,1.86
2025/2026,Scottish Premiership,25/04/2026,15:00,Aberdeen,Kilmarnock,1,0,H,1.92,3.54,3.69
2025/2026,Scottish Premiership,25/04/2026,15:00,St Mirren,Livingston,0,2,A,1.64,3.85,4.85
2025/2026,Scottish Premiership,25/04/2026,17:30,Celtic,Falkirk,3,1,H,1.25,5.9,9.23
2025/2026,Scottish Premiership,26/04/2026,14:00,Dundee United,Dundee,3,0,H,2.07,3.49,3.31
2025/2026,Scottish Premiership,26/04/2026,15:00,Rangers,Motherwell,2,3,A,1.6,4.09,4.99
2025/2026,Scottish Premiership,26/04/2026,16:30,Hibernian,Hearts,1,2,A,2.67,3.29,2.53
2025/2026,Scottish Premiership,01/05/2026,19:45,Livingston,Aberdeen,2,2,D,2.78,3.38,2.4
2025/2026,Scottish Premiership,02/05/2026,15:00,Dundee,St Mirren,1,0,H,2.28,3.27,3.04
2025/2026,Scottish Premiership,02/05/2026,15:00,Falkirk,Motherwell,1,0,H,2.78,3.46,2.35
2025/2026,Scottish Premiership,02/05/2026,15:00,Kilmarnock,Dundee United,3,0,H,2.2,3.48,3.01
2025/2026,Scottish Premiership,03/05/2026,12:00,Hibernian,Celtic,1,2,A,5.11,4.42,1.52
2025/2026,Scottish Premiership,04/05/2026,17:30,Hearts,Rangers,2,1,H,2.83,3.5,2.3
2025/2026,Scottish Premiership,09/05/2026,15:00,Aberdeen,Dundee United,2,0,H,2.11,3.41,3.26
2025/2026,Scottish Premiership,09/05/2026,15:00,Dundee,Livingston,3,0,H,1.77,3.74,4.16
2025/2026,Scottish Premiership,09/05/2026,15:00,Falkirk,Hibernian,1,3,A,2.07,3.44,3.32
2025/2026,Scottish Premiership,09/05/2026,15:00,St Mirren,Kilmarnock,0,3,A,2,3.39,3.59
2025/2026,Scottish Premiership,09/05/2026,20:00,Motherwell,Hearts,1,1,D,2.81,3.37,2.38
2025/2026,Scottish Premiership,10/05/2026,12:00,Celtic,Rangers,3,1,H,1.81,3.92,3.76
2025/2026,Scottish Premiership,12/05/2026,19:45,Aberdeen,St Mirren,0,2,A,2.2,3.38,3.1
2025/2026,Scottish Premiership,12/05/2026,19:45,Dundee United,Livingston,0,0,D,1.68,4.03,4.41
2025/2026,Scottish Premiership,12/05/2026,19:45,Kilmarnock,Dundee,3,1,H,1.56,4.19,5.17
2025/2026,Scottish Premiership,13/05/2026,20:00,Hearts,Falkirk,3,0,H,1.38,4.71,7.27
2025/2026,Scottish Premiership,13/05/2026,20:00,Motherwell,Celtic,2,3,A,4.64,4.28,1.6
2025/2026,Scottish Premiership,13/05/2026,20:00,Rangers,Hibernian,1,2,A,1.52,4.31,5.43
2025/2026,Scottish Premiership,16/05/2026,12:30,Celtic,Hearts,3,1,H,1.55,4.98,20.28
2025/2026,Scottish Premiership,16/05/2026,12:30,Falkirk,Rangers,2,5,A,4.4,4.11,1.66
2025/2026,Scottish Premiership,16/05/2026,12:30,Hibernian,Motherwell,0,1,A,2.09,3.5,3.21
2025/2026,Scottish Premiership,17/05/2026,14:00,Dundee,Aberdeen,3,2,H,2.52,3.26,2.71
2025/2026,Scottish Premiership,17/05/2026,14:00,Livingston,Kilmarnock,1,4,A,2.61,3.55,2.45
2025/2026,Scottish Premiership,17/05/2026,14:00,St Mirren,Dundee United,1,1,D,2.25,3.53,2.87
