Season,League,Date,Time,Home,Away,HG,AG,Res,AvgCH,AvgCD,AvgCA
2022/2023,Primeira Liga,16/04/2023,15:30,Rio Ave,Casa Pia,1,1,D,2.16,3.09,3.71
2022/2023,Primeira Liga,16/04/2023,18:00,Sp Braga,Gil Vicente,1,0,H,1.3,5.61,9.47
2022/2023,Primeira Liga,16/04/2023,20:30,Sp Lisbon,Arouca,1,1,D,1.23,6.24,12.81
2022/2023,Primeira Liga,17/04/2023,20:15,Vizela,Boavista,1,1,D,2.05,3.28,3.87
2022/2023,Primeira Liga,21/04/2023,20:15,Casa Pia,Sp Braga,0,1,A,5.6,3.8,1.64
2022/2023,Primeira Liga,22/04/2023,15:30,Famalicao,Maritimo,3,2,H,1.98,3.37,3.96
2022/2023,Primeira Liga,22/04/2023,18:00,Boavista,Rio Ave,3,2,H,2.39,3.06,3.23
2022/2023,Primeira Liga,22/04/2023,20:30,Pacos Ferreira,Porto,0,2,A,14.38,6.25,1.21
2022/2023,Primeira Liga,23/04/2023,15:30,Portimonense,Gil Vicente,1,0,H,2.57,3.33,2.74
2022/2023,Primeira Liga,23/04/2023,18:00,Benfica,Estoril,1,0,H,1.13,8.44,19.59
2022/2023,Primeira Liga,23/04/2023,18:00,Santa Clara,Chaves,1,1,D,2.65,3.16,2.77
2022/2023,Primeira Liga,23/04/2023,20:30,Arouca,Vizela,1,0,H,2.75,3.15,2.66
2022/2023,Primeira Liga,24/04/2023,20:15,Guimaraes,Sp Lisbon,0,2,A,7.76,4.53,1.42
2022/2023,Primeira Liga,28/04/2023,20:15,Rio Ave,Arouca,1,0,H,2.33,3.12,3.26
2022/2023,Primeira Liga,29/04/2023,15:30,Maritimo,Guimaraes,1,2,A,2.43,3.23,2.99
2022/2023,Primeira Liga,29/04/2023,15:30,Sp Braga,Portimonense,4,1,H,1.24,6.22,11.9
2022/2023,Primeira Liga,29/04/2023,18:00,Chaves,Casa Pia,1,0,H,2.3,3.12,3.32
2022/2023,Primeira Liga,29/04/2023,18:00,Vizela,Pacos Ferreira,1,2,A,1.89,3.47,4.21
2022/2023,Primeira Liga,29/04/2023,20:30,Gil Vicente,Benfica,0,2,A,11.61,6.07,1.24
2022/2023,Primeira Liga,30/04/2023,15:30,Estoril,Santa Clara,3,0,H,2.13,3.18,3.72
2022/2023,Primeira Liga,30/04/2023,18:00,Porto,Boavista,1,0,H,1.19,6.74,16.71
2022/2023,Primeira Liga,30/04/2023,20:30,Sp Lisbon,Famalicao,2,1,H,1.19,6.69,15.57
2022/2023,Primeira Liga,05/05/2023,20:15,Casa Pia,Portimonense,1,1,D,2.04,3.27,3.9
2022/2023,Primeira Liga,06/05/2023,15:30,Santa Clara,Gil Vicente,3,2,H,2.41,3.38,2.92
2022/2023,Primeira Liga,06/05/2023,18:00,Boavista,Estoril,1,0,H,2.34,3.17,3.2
2022/2023,Primeira Liga,06/05/2023,20:30,Benfica,Sp Braga,1,0,H,1.53,4.3,5.77
2022/2023,Primeira Liga,07/05/2023,15:30,Maritimo,Rio Ave,2,2,D,1.91,3.35,4.29
2022/2023,Primeira Liga,07/05/2023,18:00,Guimaraes,Vizela,3,0,H,2.46,3.16,3
2022/2023,Primeira Liga,07/05/2023,20:30,Pacos Ferreira,Sp Lisbon,0,4,A,10.06,5.51,1.29
2022/2023,Primeira Liga,08/05/2023,19:00,Famalicao,Chaves,1,2,A,1.77,3.68,4.57
2022/2023,Primeira Liga,08/05/2023,21:15,Arouca,Porto,0,1,A,8.91,4.9,1.35
2022/2023,Primeira Liga,12/05/2023,20:15,Gil Vicente,Boavista,3,1,H,2.53,3.32,2.79
2022/2023,Primeira Liga,13/05/2023,15:30,Chaves,Pacos Ferreira,2,0,H,2.16,3.43,3.31
2022/2023,Primeira Liga,13/05/2023,15:30,Vizela,Famalicao,0,0,D,2.62,3.21,2.7
2022/2023,Primeira Liga,13/05/2023,18:00,Portimonense,Benfica,1,5,A,17,8.02,1.15
2022/2023,Primeira Liga,13/05/2023,20:30,Sp Lisbon,Maritimo,2,1,H,1.15,8.04,16.84
2022/2023,Primeira Liga,14/05/2023,15:30,Rio Ave,Guimaraes,0,1,A,3.33,3.21,2.27
2022/2023,Primeira Liga,14/05/2023,18:00,Sp Braga,Santa Clara,5,3,H,1.23,6.1,12.37
2022/2023,Primeira Liga,14/05/2023,20:30,Porto,Casa Pia,2,1,H,1.19,6.77,14.81
2022/2023,Primeira Liga,15/05/2023,20:15,Estoril,Arouca,2,0,H,2.64,3.1,2.85
2022/2023,Primeira Liga,19/05/2023,20:15,Maritimo,Vizela,1,0,H,1.76,3.73,4.61
2022/2023,Primeira Liga,20/05/2023,15:30,Arouca,Chaves,1,0,H,2,3.47,3.74
2022/2023,Primeira Liga,20/05/2023,15:30,Santa Clara,Portimonense,1,0,H,1.77,3.73,4.5
2022/2023,Primeira Liga,20/05/2023,18:00,Boavista,Sp Braga,1,1,D,5.12,4.18,1.61
2022/2023,Primeira Liga,20/05/2023,20:30,Famalicao,Porto,2,4,A,6.88,4.57,1.45
2022/2023,Primeira Liga,21/05/2023,15:30,Guimaraes,Gil Vicente,1,0,H,1.7,4.01,4.56
2022/2023,Primeira Liga,21/05/2023,18:00,Casa Pia,Estoril,2,2,D,2.24,3.22,3.31
2022/2023,Primeira Liga,21/05/2023,18:00,Pacos Ferreira,Rio Ave,3,1,H,2.43,3.31,2.92
2022/2023,Primeira Liga,21/05/2023,20:30,Sp Lisbon,Benfica,2,2,D,2.92,3.45,2.37
2022/2023,Primeira Liga,26/05/2023,19:00,Rio Ave,Famalicao,2,2,D,3.11,3.46,2.25
2022/2023,Primeira Liga,26/05/2023,21:15,Vizela,Sp Lisbon,1,2,A,6.18,4.7,1.47
2022/2023,Primeira Liga,27/05/2023,12:45,Gil Vicente,Casa Pia,1,0,H,2.28,3.6,2.96
2022/2023,Primeira Liga,27/05/2023,15:30,Chaves,Boavista,1,4,A,2.22,3.57,3.07
2022/2023,Primeira Liga,27/05/2023,15:30,Estoril,Maritimo,3,1,H,2.19,3.49,3.21
2022/2023,Primeira Liga,27/05/2023,18:00,Benfica,Santa Clara,3,0,H,1.06,13.43,31.61
2022/2023,Primeira Liga,27/05/2023,18:00,Portimonense,Arouca,0,2,A,3.21,3.54,2.17
2022/2023,Primeira Liga,27/05/2023,18:00,Porto,Guimaraes,3,0,H,1.19,7.21,13.56
2022/2023,Primeira Liga,27/05/2023,20:30,Sp Braga,Pacos Ferreira,3,0,H,1.26,6.34,9.71
2023/2024,Primeira Liga,11/08/2023,20:15,Sp Braga,Famalicao,1,2,A,1.49,4.48,6.24
2023/2024,Primeira Liga,12/08/2023,15:30,Gil Vicente,Portimonense,5,0,H,1.83,3.62,4.27
2023/2024,Primeira Liga,12/08/2023,18:00,Farense,Casa Pia,0,3,A,2.46,3.07,3.1
2023/2024,Primeira Liga,12/08/2023,20:30,Sp Lisbon,Vizela,3,2,H,1.2,6.63,14.04
2023/2024,Primeira Liga,13/08/2023,15:30,Rio Ave,Chaves,2,0,H,1.9,3.44,4.17
2023/2024,Primeira Liga,13/08/2023,18:00,Estrela,Guimaraes,0,1,A,2.48,3.17,2.96
2023/2024,Primeira Liga,13/08/2023,20:30,Arouca,Estoril,4,3,H,2.01,3.3,3.91
2023/2024,Primeira Liga,14/08/2023,18:45,Moreirense,Porto,1,2,A,7.87,5.01,1.37
2023/2024,Primeira Liga,14/08/2023,20:45,Boavista,Benfica,3,2,H,9.44,5.31,1.31
2023/2024,Primeira Liga,18/08/2023,20:15,Casa Pia,Sp Lisbon,1,2,A,8.68,4.86,1.36
2023/2024,Primeira Liga,19/08/2023,15:30,Guimaraes,Gil Vicente,2,1,H,2.11,3.31,3.6
2023/2024,Primeira Liga,19/08/2023,18:00,Chaves,Sp Braga,2,4,A,5.83,4.31,1.52
2023/2024,Primeira Liga,19/08/2023,20:30,Benfica,Estrela,2,0,H,1.14,8.2,17.16
2023/2024,Primeira Liga,19/08/2023,20:30,Portimonense,Boavista,1,4,A,3.14,3.22,2.34
2023/2024,Primeira Liga,20/08/2023,15:30,Estoril,Rio Ave,2,0,H,2.61,3.14,2.84
2023/2024,Primeira Liga,20/08/2023,18:00,Porto,Farense,2,1,H,1.18,7.18,14.76
2023/2024,Primeira Liga,20/08/2023,20:30,Vizela,Arouca,2,2,D,2.2,3.27,3.4
2023/2024,Primeira Liga,21/08/2023,20:15,Famalicao,Moreirense,0,0,D,2.32,3.31,3.12
2023/2024,Primeira Liga,25/08/2023,20:15,Estrela,Estoril,2,1,H,2.27,3.25,3.28
2023/2024,Primeira Liga,26/08/2023,15:30,Arouca,Portimonense,1,1,D,1.75,3.64,4.85
2023/2024,Primeira Liga,26/08/2023,18:00,Farense,Chaves,5,0,H,2.06,3.49,3.56
2023/2024,Primeira Liga,26/08/2023,20:30,Gil Vicente,Benfica,2,3,A,9.74,5.93,1.27
2023/2024,Primeira Liga,27/08/2023,15:30,Boavista,Casa Pia,1,1,D,2.44,3.14,3.03
2023/2024,Primeira Liga,27/08/2023,18:00,Guimaraes,Vizela,2,0,H,1.97,3.38,3.98
2023/2024,Primeira Liga,27/08/2023,20:30,Sp Lisbon,Famalicao,1,0,H,1.23,6.21,11.85
2023/2024,Primeira Liga,28/08/2023,20:15,Rio Ave,Porto,1,2,A,7.84,4.53,1.42
2023/2024,Primeira Liga,01/09/2023,20:15,Vizela,Gil Vicente,1,0,H,2.19,3.41,3.29
2023/2024,Primeira Liga,02/09/2023,15:30,Casa Pia,Rio Ave,1,1,D,2.17,3.3,3.45
2023/2024,Primeira Liga,02/09/2023,18:00,Famalicao,Farense,1,0,H,2.34,3.22,3.14
2023/2024,Primeira Liga,02/09/2023,18:00,Portimonense,Estrela,1,1,D,2.58,3.23,2.81
2023/2024,Primeira Liga,02/09/2023,20:30,Benfica,Guimaraes,4,0,H,1.25,6.11,10.79
2023/2024,Primeira Liga,03/09/2023,15:30,Chaves,Moreirense,1,2,A,2.88,3.41,2.4
2023/2024,Primeira Liga,03/09/2023,15:30,Estoril,Boavista,1,2,A,2.58,3.24,2.79
2023/2024,Primeira Liga,03/09/2023,18:00,Porto,Arouca,1,1,D,1.19,6.84,14.26
2023/2024,Primeira Liga,03/09/2023,20:30,Sp Braga,Sp Lisbon,1,1,D,3.32,3.71,2.07
2023/2024,Primeira Liga,09/09/2023,18:00,Moreirense,Sp Braga,2,3,A,3.63,3.65,1.98
2023/2024,Primeira Liga,15/09/2023,19:15,Estrela,Porto,0,1,A,6.26,4.33,1.51
2023/2024,Primeira Liga,16/09/2023,15:30,Rio Ave,Famalicao,1,1,D,2.57,3.16,2.88
2023/2024,Primeira Liga,16/09/2023,18:00,Farense,Sp Braga,3,1,H,4.51,3.96,1.72
2023/2024,Primeira Liga,16/09/2023,20:30,Vizela,Benfica,1,2,A,7.87,5.26,1.35
2023/2024,Primeira Liga,17/09/2023,15:30,Arouca,Casa Pia,0,1,A,2.77,3.18,2.64
2023/2024,Primeira Liga,17/09/2023,15:30,Gil Vicente,Estoril,5,3,H,2.03,3.5,3.61
2023/2024,Primeira Liga,17/09/2023,18:00,Guimaraes,Portimonense,1,2,A,1.53,4.17,6.25
2023/2024,Primeira Liga,17/09/2023,20:30,Sp Lisbon,Moreirense,3,0,H,1.24,6.23,11.59
2023/2024,Primeira Liga,18/09/2023,20:15,Boavista,Chaves,4,1,H,1.7,3.74,5.01
2023/2024,Primeira Liga,22/09/2023,20:15,Famalicao,Arouca,1,0,H,2.13,3.28,3.58
2023/2024,Primeira Liga,23/09/2023,15:30,Estoril,Vizela,2,2,D,2.53,3.41,2.74
2023/2024,Primeira Liga,23/09/2023,15:30,Moreirense,Farense,1,0,H,2.13,3.44,3.42
2023/2024,Primeira Liga,23/09/2023,18:00,Casa Pia,Guimaraes,0,0,D,2.44,3.15,3.04
2023/2024,Primeira Liga,23/09/2023,20:30,Porto,Gil Vicente,2,1,H,1.24,6.68,10.65
2023/2024,Primeira Liga,24/09/2023,15:30,Chaves,Estrela,2,2,D,2.6,3.43,2.66
2023/2024,Primeira Liga,24/09/2023,18:00,Portimonense,Benfica,1,3,A,12.83,6.94,1.2
2023/2024,Primeira Liga,24/09/2023,20:30,Sp Braga,Boavista,4,1,H,1.52,4.47,5.73
2023/2024,Primeira Liga,25/09/2023,20:15,Sp Lisbon,Rio Ave,2,0,H,1.17,7.31,16.19
2023/2024,Primeira Liga,28/09/2023,20:15,Estrela,Sp Braga,2,4,A,4.48,4.05,1.72
2023/2024,Primeira Liga,29/09/2023,20:15,Benfica,Porto,1,0,H,1.86,3.74,4.04
2023/2024,Primeira Liga,30/09/2023,15:30,Vizela,Portimonense,2,3,A,1.75,3.78,4.58
2023/2024,Primeira Liga,30/09/2023,18:00,Boavista,Famalicao,2,2,D,2.44,3.29,2.95
2023/2024,Primeira Liga,30/09/2023,20:30,Farense,Sp Lisbon,2,3,A,8.03,5.04,1.37
2023/2024,Primeira Liga,01/10/2023,15:30,Arouca,Chaves,0,2,A,1.95,3.52,3.93
2023/2024,Primeira Liga,01/10/2023,18:00,Guimaraes,Estoril,3,2,H,1.8,3.67,4.41
2023/2024,Primeira Liga,01/10/2023,20:30,Rio Ave,Moreirense,0,4,A,2.68,3.18,2.73
2023/2024,Primeira Liga,02/10/2023,20:15,Gil Vicente,Casa Pia,2,0,H,2.44,3.21,3.01
2023/2024,Primeira Liga,06/10/2023,20:15,Moreirense,Boavista,1,1,D,1.92,3.62,3.88
2023/2024,Primeira Liga,07/10/2023,15:30,Chaves,Gil Vicente,4,2,H,2.68,3.5,2.53
2023/2024,Primeira Liga,07/10/2023,15:30,Farense,Vizela,0,0,D,2.29,3.37,3.11
2023/2024,Primeira Liga,07/10/2023,18:00,Sp Braga,Rio Ave,2,1,H,1.3,5.54,9.34
2023/2024,Primeira Liga,07/10/2023,20:30,Estoril,Benfica,0,1,A,8.68,5.95,1.3
2023/2024,Primeira Liga,08/10/2023,15:30,Casa Pia,Estrela,0,1,A,2.11,3.38,3.49
2023/2024,Primeira Liga,08/10/2023,15:30,Famalicao,Guimaraes,1,3,A,2.85,3.07,2.64
2023/2024,Primeira Liga,08/10/2023,18:00,Porto,Portimonense,1,0,H,1.17,7.53,15.4
2023/2024,Primeira Liga,08/10/2023,20:30,Sp Lisbon,Arouca,2,1,H,1.18,6.99,14.9
2023/2024,Primeira Liga,27/10/2023,20:15,Arouca,Moreirense,0,1,A,2.57,3.2,2.84
2023/2024,Primeira Liga,28/10/2023,15:30,Portimonense,Estoril,1,0,H,2.52,3.44,2.71
2023/2024,Primeira Liga,28/10/2023,18:00,Benfica,Casa Pia,1,1,D,1.21,6.49,12.91
2023/2024,Primeira Liga,28/10/2023,18:00,Guimaraes,Chaves,5,0,H,1.68,3.88,4.99
2023/2024,Primeira Liga,28/10/2023,20:30,Gil Vicente,Sp Braga,3,3,D,4.95,4.58,1.58
2023/2024,Primeira Liga,29/10/2023,15:30,Rio Ave,Farense,3,4,A,2.43,3.32,2.94
2023/2024,Primeira Liga,29/10/2023,18:00,Estrela,Famalicao,1,0,H,2.52,3.18,2.89
2023/2024,Primeira Liga,29/10/2023,20:30,Vizela,Porto,0,2,A,7.46,4.77,1.41
2023/2024,Primeira Liga,30/10/2023,20:15,Boavista,Sp Lisbon,0,2,A,7.71,4.96,1.38
2023/2024,Primeira Liga,03/11/2023,20:15,Porto,Estoril,0,1,A,1.19,7.33,13.11
2023/2024,Primeira Liga,04/11/2023,15:30,Chaves,Benfica,0,2,A,9.5,5.9,1.28
2023/2024,Primeira Liga,04/11/2023,18:00,Famalicao,Gil Vicente,3,1,H,2.13,3.41,3.45
2023/2024,Primeira Liga,04/11/2023,20:30,Sp Braga,Portimonense,6,1,H,1.23,6.74,11.1
2023/2024,Primeira Liga,05/11/2023,15:30,Casa Pia,Vizela,0,1,A,2.17,3.32,3.44
2023/2024,Primeira Liga,05/11/2023,15:30,Moreirense,Guimaraes,1,0,H,2.87,3.23,2.53
2023/2024,Primeira Liga,05/11/2023,18:00,Rio Ave,Boavista,2,0,H,2.61,3.34,2.68
2023/2024,Primeira Liga,05/11/2023,20:30,Sp Lisbon,Estrela,3,2,H,1.21,6.89,12.65
2023/2024,Primeira Liga,06/11/2023,20:15,Farense,Arouca,2,0,H,2.36,3.29,3.02
2023/2024,Primeira Liga,10/11/2023,20:15,Estoril,Casa Pia,4,0,H,2.42,3.23,3.03
2023/2024,Primeira Liga,11/11/2023,15:30,Portimonense,Chaves,2,1,H,2.22,3.39,3.24
2023/2024,Primeira Liga,11/11/2023,18:00,Estrela,Moreirense,0,1,A,2.67,3.33,2.64
2023/2024,Primeira Liga,11/11/2023,18:00,Vizela,Famalicao,0,0,D,2.33,3.2,3.19
2023/2024,Primeira Liga,11/11/2023,20:30,Guimaraes,Porto,1,2,A,4.9,3.73,1.72
2023/2024,Primeira Liga,12/11/2023,15:30,Boavista,Farense,1,3,A,1.97,3.62,3.7
2023/2024,Primeira Liga,12/11/2023,15:30,Gil Vicente,Rio Ave,1,1,D,2.2,3.41,3.26
2023/2024,Primeira Liga,12/11/2023,18:00,Arouca,Sp Braga,0,1,A,4.69,4.01,1.69
2023/2024,Primeira Liga,12/11/2023,20:30,Benfica,Sp Lisbon,2,1,H,2.54,3.33,2.78
2023/2024,Primeira Liga,01/12/2023,20:30,Chaves,Vizela,2,1,H,2.85,3.3,2.5
2023/2024,Primeira Liga,02/12/2023,15:30,Farense,Guimaraes,1,2,A,3.3,3.6,2.11
2023/2024,Primeira Liga,02/12/2023,15:30,Rio Ave,Estrela,1,1,D,2.05,3.48,3.59
2023/2024,Primeira Liga,02/12/2023,18:00,Famalicao,Porto,0,3,A,6.99,4.35,1.47
2023/2024,Primeira Liga,02/12/2023,20:30,Casa Pia,Portimonense,1,0,H,1.96,3.44,3.93
2023/2024,Primeira Liga,03/12/2023,15:30,Sp Braga,Estoril,3,1,H,1.38,5.38,6.84
2023/2024,Primeira Liga,03/12/2023,18:00,Moreirense,Benfica,0,0,D,6.36,4.52,1.48
2023/2024,Primeira Liga,03/12/2023,20:30,Boavista,Arouca,0,4,A,2.62,3.18,2.79
2023/2024,Primeira Liga,04/12/2023,20:15,Sp Lisbon,Gil Vicente,3,1,H,1.13,9.19,18.19
2023/2024,Primeira Liga,08/12/2023,15:30,Vizela,Sp Braga,1,3,A,5.33,4.22,1.59
2023/2024,Primeira Liga,08/12/2023,18:00,Benfica,Farense,1,1,D,1.18,7.7,13.72
2023/2024,Primeira Liga,09/12/2023,15:30,Portimonense,Famalicao,1,1,D,2.54,3.26,2.84
2023/2024,Primeira Liga,09/12/2023,18:00,Guimaraes,Sp Lisbon,3,2,H,4.73,3.95,1.7
2023/2024,Primeira Liga,09/12/2023,20:30,Porto,Casa Pia,3,1,H,1.24,5.96,12.23
2023/2024,Primeira Liga,10/12/2023,15:30,Estrela,Boavista,3,1,H,2.21,3.41,3.17
2023/2024,Primeira Liga,10/12/2023,18:00,Arouca,Rio Ave,2,2,D,2.1,3.2,3.77
2023/2024,Primeira Liga,10/12/2023,20:30,Estoril,Chaves,4,0,H,1.85,3.74,4.1
2023/2024,Primeira Liga,11/12/2023,20:15,Gil Vicente,Moreirense,1,1,D,3.22,3.44,2.21
2023/2024,Primeira Liga,15/12/2023,20:15,Farense,Estrela,0,0,D,2.07,3.5,3.52
2023/2024,Primeira Liga,16/12/2023,15:30,Rio Ave,Vizela,1,1,D,2.34,3.27,3.12
2023/2024,Primeira Liga,16/12/2023,18:00,Arouca,Gil Vicente,3,0,H,2.05,3.41,3.65
2023/2024,Primeira Liga,16/12/2023,20:30,Boavista,Guimaraes,1,1,D,3.32,3.33,2.22
2023/2024,Primeira Liga,17/12/2023,15:30,Chaves,Casa Pia,1,3,A,2.62,3.15,2.82
2023/2024,Primeira Liga,17/12/2023,15:30,Moreirense,Portimonense,5,2,H,1.69,3.78,5.09
2023/2024,Primeira Liga,17/12/2023,18:00,Famalicao,Estoril,1,1,D,2.27,3.38,3.14
2023/2024,Primeira Liga,17/12/2023,20:30,Sp Braga,Benfica,0,1,A,2.9,3.72,2.28
2023/2024,Primeira Liga,18/12/2023,20:15,Sp Lisbon,Porto,2,0,H,2.23,3.38,3.23
2023/2024,Primeira Liga,23/12/2023,15:30,Guimaraes,Rio Ave,1,0,H,1.73,3.67,4.88
2023/2024,Primeira Liga,23/12/2023,15:30,Vizela,Moreirense,0,0,D,3.08,3.12,2.45
2023/2024,Primeira Liga,28/12/2023,20:15,Estrela,Arouca,1,4,A,2.81,3.18,2.61
2023/2024,Primeira Liga,29/12/2023,18:45,Benfica,Famalicao,3,0,H,1.26,5.94,10.74
2023/2024,Primeira Liga,29/12/2023,20:45,Porto,Chaves,1,0,H,1.21,6.97,12.64
2023/2024,Primeira Liga,30/12/2023,15:30,Estoril,Farense,4,0,H,1.87,3.82,3.86
2023/2024,Primeira Liga,30/12/2023,15:30,Gil Vicente,Boavista,1,0,H,2.23,3.4,3.22
2023/2024,Primeira Liga,30/12/2023,18:00,Casa Pia,Sp Braga,1,3,A,5.82,4.3,1.54
2023/2024,Primeira Liga,30/12/2023,20:30,Portimonense,Sp Lisbon,1,2,A,10.01,5.98,1.27
2023/2024,Primeira Liga,05/01/2024,18:45,Sp Lisbon,Estoril,5,1,H,1.24,6.28,11.06
2023/2024,Primeira Liga,05/01/2024,20:45,Boavista,Porto,1,1,D,7.27,4.65,1.43
2023/2024,Primeira Liga,06/01/2024,15:30,Estrela,Vizela,1,1,D,2.81,3.26,2.56
2023/2024,Primeira Liga,06/01/2024,15:30,Farense,Gil Vicente,1,0,H,2.23,3.37,3.24
2023/2024,Primeira Liga,06/01/2024,18:00,Arouca,Benfica,0,3,A,6.79,4.64,1.45
2023/2024,Primeira Liga,06/01/2024,20:30,Sp Braga,Guimaraes,1,1,D,1.6,4.18,5.27
2023/2024,Primeira Liga,07/01/2024,18:00,Rio Ave,Portimonense,2,0,H,1.7,3.77,4.99
2023/2024,Primeira Liga,07/01/2024,20:30,Famalicao,Chaves,2,2,D,1.65,3.68,5.48
2023/2024,Primeira Liga,08/01/2024,20:15,Moreirense,Casa Pia,1,4,A,1.78,3.39,5.04
2023/2024,Primeira Liga,12/01/2024,20:15,Portimonense,Farense,1,0,H,2.58,3.34,2.72
2023/2024,Primeira Liga,13/01/2024,15:30,Casa Pia,Famalicao,0,2,A,2.73,3.04,2.78
2023/2024,Primeira Liga,13/01/2024,18:00,Chaves,Sp Lisbon,0,3,A,10.94,6.06,1.25
2023/2024,Primeira Liga,13/01/2024,20:30,Estoril,Moreirense,1,3,A,2.28,3.35,3.15
2023/2024,Primeira Liga,14/01/2024,15:30,Gil Vicente,Estrela,1,1,D,2.07,3.41,3.61
2023/2024,Primeira Liga,14/01/2024,18:00,Benfica,Rio Ave,4,1,H,1.19,7.3,13.33
2023/2024,Primeira Liga,14/01/2024,18:00,Vizela,Boavista,1,4,A,2.03,3.27,3.9
2023/2024,Primeira Liga,14/01/2024,20:30,Porto,Sp Braga,2,0,H,1.79,3.9,4.2
2023/2024,Primeira Liga,15/01/2024,20:15,Guimaraes,Arouca,2,1,H,1.97,3.53,3.81
2023/2024,Primeira Liga,18/01/2024,18:45,Famalicao,Sp Braga,1,2,A,3.91,3.65,1.91
2023/2024,Primeira Liga,18/01/2024,20:45,Vizela,Sp Lisbon,2,5,A,9.99,5.51,1.3
2023/2024,Primeira Liga,19/01/2024,20:15,Benfica,Boavista,2,0,H,1.13,9.28,18.27
2023/2024,Primeira Liga,20/01/2024,15:30,Estoril,Arouca,1,2,A,2.45,3.49,2.74
2023/2024,Primeira Liga,20/01/2024,18:00,Casa Pia,Farense,1,3,A,2.22,3.22,3.39
2023/2024,Primeira Liga,20/01/2024,20:30,Porto,Moreirense,5,0,H,1.36,5,8.28
2023/2024,Primeira Liga,21/01/2024,15:30,Portimonense,Gil Vicente,0,2,A,2.53,3.3,2.8
2023/2024,Primeira Liga,21/01/2024,18:00,Chaves,Rio Ave,0,0,D,2.98,3.17,2.47
2023/2024,Primeira Liga,21/01/2024,20:30,Guimaraes,Estrela,3,0,H,1.6,3.94,5.75
2023/2024,Primeira Liga,28/01/2024,15:30,Boavista,Portimonense,1,4,A,2,3.36,3.89
2023/2024,Primeira Liga,28/01/2024,15:30,Moreirense,Famalicao,1,0,H,2.44,3.11,3.1
2023/2024,Primeira Liga,28/01/2024,18:00,Farense,Porto,1,3,A,8.78,5.1,1.35
2023/2024,Primeira Liga,28/01/2024,20:30,Arouca,Vizela,5,0,H,1.83,3.65,4.25
2023/2024,Primeira Liga,28/01/2024,20:30,Gil Vicente,Guimaraes,1,0,H,3.34,3.27,2.22
2023/2024,Primeira Liga,29/01/2024,18:45,Estrela,Benfica,1,4,A,10.65,6.1,1.26
2023/2024,Primeira Liga,29/01/2024,20:45,Sp Lisbon,Casa Pia,8,0,H,1.15,7.69,17.72
2023/2024,Primeira Liga,31/01/2024,18:45,Rio Ave,Estoril,1,1,D,2.22,3.33,3.31
2023/2024,Primeira Liga,31/01/2024,20:45,Sp Braga,Chaves,1,1,D,1.32,5.58,8.7
2023/2024,Primeira Liga,03/02/2024,15:30,Portimonense,Arouca,1,2,A,3.69,3.56,2
2023/2024,Primeira Liga,03/02/2024,20:30,Porto,Rio Ave,0,0,D,1.21,6.44,13.72
2023/2024,Primeira Liga,04/02/2024,15:30,Chaves,Farense,1,1,D,2.34,3.31,3.07
2023/2024,Primeira Liga,04/02/2024,15:30,Vizela,Guimaraes,0,1,A,4.18,3.59,1.86
2023/2024,Primeira Liga,04/02/2024,18:00,Benfica,Gil Vicente,3,0,H,1.15,8.24,16.26
2023/2024,Primeira Liga,04/02/2024,18:00,Estoril,Estrela,1,0,H,2.02,3.51,3.65
2023/2024,Primeira Liga,04/02/2024,20:30,Sp Braga,Moreirense,1,0,H,1.47,4.46,6.72
2023/2024,Primeira Liga,05/02/2024,20:15,Casa Pia,Boavista,0,0,D,2.06,3.39,3.65
2023/2024,Primeira Liga,09/02/2024,20:15,Estrela,Portimonense,3,0,H,2,3.43,3.81
2023/2024,Primeira Liga,10/02/2024,15:30,Farense,Famalicao,1,1,D,2.92,3.1,2.58
2023/2024,Primeira Liga,10/02/2024,18:00,Moreirense,Chaves,1,0,H,1.85,3.41,4.53
2023/2024,Primeira Liga,10/02/2024,20:30,Boavista,Estoril,2,1,H,2.54,3.39,2.74
2023/2024,Primeira Liga,11/02/2024,15:30,Rio Ave,Casa Pia,1,0,H,2.27,3.02,3.54
2023/2024,Primeira Liga,11/02/2024,18:00,Sp Lisbon,Sp Braga,5,0,H,1.46,4.68,6.38
2023/2024,Primeira Liga,11/02/2024,20:30,Guimaraes,Benfica,2,2,D,5.09,4,1.63
2023/2024,Primeira Liga,12/02/2024,20:15,Arouca,Porto,3,2,H,7.47,4.71,1.42
2023/2024,Primeira Liga,13/02/2024,15:30,Gil Vicente,Vizela,0,1,A,2,3.45,3.79
2023/2024,Primeira Liga,16/02/2024,20:15,Famalicao,Rio Ave,2,1,H,2.16,3.1,3.74
2023/2024,Primeira Liga,17/02/2024,15:30,Chaves,Boavista,2,1,H,2.74,3.11,2.73
2023/2024,Primeira Liga,17/02/2024,18:00,Portimonense,Guimaraes,1,1,D,4.01,3.54,1.91
2023/2024,Primeira Liga,17/02/2024,20:30,Porto,Estrela,2,0,H,1.18,7.11,14.68
2023/2024,Primeira Liga,18/02/2024,15:30,Casa Pia,Arouca,1,0,H,2.93,3.06,2.58
2023/2024,Primeira Liga,18/02/2024,18:00,Benfica,Vizela,6,1,H,1.14,8.33,16.98
2023/2024,Primeira Liga,18/02/2024,18:00,Estoril,Gil Vicente,1,3,A,2.19,3.39,3.31
2023/2024,Primeira Liga,18/02/2024,20:30,Sp Braga,Farense,2,1,H,1.45,4.91,6.14
