Season,League,Date,Time,Home,Away,HG,AG,Res,AvgCH,AvgCD,AvgCA
2025/2026,Eredivisie,18/10/2025,20:00,Ajax,AZ Alkmaar,0,2,A,2.04,3.71,3.26
2025/2026,Eredivisie,18/10/2025,20:00,NAC Breda,Zwolle,2,2,D,1.74,3.78,4.38
2025/2026,Eredivisie,19/10/2025,11:15,Telstar,Heerenveen,2,3,A,2.96,3.56,2.2
2025/2026,Eredivisie,19/10/2025,13:30,Excelsior,For Sittard,1,0,H,2.06,3.49,3.39
2025/2026,Eredivisie,19/10/2025,13:30,Groningen,Sparta Rotterdam,0,2,A,1.74,3.77,4.41
2025/2026,Eredivisie,19/10/2025,15:45,Heracles,Feyenoord,0,7,A,7.5,5.3,1.34
2025/2026,Eredivisie,24/10/2025,19:00,Heerenveen,NAC Breda,3,3,D,1.56,4.2,5.41
2025/2026,Eredivisie,25/10/2025,15:30,For Sittard,Groningen,1,2,A,2.93,3.2,2.42
2025/2026,Eredivisie,25/10/2025,17:45,Sparta Rotterdam,Telstar,1,0,H,1.76,4,4.02
2025/2026,Eredivisie,25/10/2025,19:00,Volendam,Heracles,3,0,H,2.02,3.69,3.33
2025/2026,Eredivisie,25/10/2025,20:00,Zwolle,Nijmegen,2,2,D,3.83,3.78,1.84
2025/2026,Eredivisie,26/10/2025,11:15,Twente,Ajax,2,3,A,2.37,3.48,2.79
2025/2026,Eredivisie,26/10/2025,13:30,Feyenoord,PSV Eindhoven,2,3,A,2.32,3.81,2.69
2025/2026,Eredivisie,26/10/2025,15:45,AZ Alkmaar,Utrecht,4,1,H,1.51,4.43,5.57
2025/2026,Eredivisie,26/10/2025,19:00,Go Ahead Eagles,Excelsior,2,0,H,2.06,3.71,3.21
2025/2026,Eredivisie,31/10/2025,19:00,PSV Eindhoven,For Sittard,5,2,H,1.13,8.97,15.25
2025/2026,Eredivisie,01/11/2025,15:30,Ajax,Heerenveen,1,1,D,1.52,4.55,5.3
2025/2026,Eredivisie,01/11/2025,17:45,NAC Breda,Go Ahead Eagles,1,0,H,2.19,3.58,3.03
2025/2026,Eredivisie,01/11/2025,19:00,Feyenoord,Volendam,3,1,H,1.11,9.32,18.34
2025/2026,Eredivisie,01/11/2025,20:00,Telstar,Excelsior,2,2,D,2.11,3.5,3.26
2025/2026,Eredivisie,02/11/2025,11:15,Heracles,Zwolle,8,2,H,2.52,3.47,2.62
2025/2026,Eredivisie,02/11/2025,13:30,Groningen,Twente,1,1,D,2.93,3.38,2.32
2025/2026,Eredivisie,02/11/2025,13:30,Sparta Rotterdam,AZ Alkmaar,0,1,A,4.24,4.08,1.7
2025/2026,Eredivisie,02/11/2025,15:45,Utrecht,Nijmegen,1,0,H,2.18,3.52,3.09
2025/2026,Eredivisie,07/11/2025,19:00,Twente,Telstar,0,0,D,1.32,5.41,8.22
2025/2026,Eredivisie,08/11/2025,15:30,Excelsior,Heracles,1,2,A,1.86,3.84,3.72
2025/2026,Eredivisie,08/11/2025,17:45,Volendam,NAC Breda,2,1,H,2.72,3.55,2.39
2025/2026,Eredivisie,08/11/2025,19:00,For Sittard,Heerenveen,2,0,H,2.96,3.52,2.25
2025/2026,Eredivisie,08/11/2025,20:00,Zwolle,Sparta Rotterdam,1,0,H,2.63,3.53,2.48
2025/2026,Eredivisie,09/11/2025,11:15,Utrecht,Ajax,2,1,H,2.74,3.48,2.41
2025/2026,Eredivisie,09/11/2025,13:30,Nijmegen,Groningen,2,0,H,1.98,3.62,3.49
2025/2026,Eredivisie,09/11/2025,15:45,AZ Alkmaar,PSV Eindhoven,1,5,A,3.38,4.11,1.89
2025/2026,Eredivisie,09/11/2025,19:00,Go Ahead Eagles,Feyenoord,2,1,H,6.27,4.94,1.42
2025/2026,Eredivisie,22/11/2025,15:30,NAC Breda,PSV Eindhoven,0,1,A,8.41,5.98,1.28
2025/2026,Eredivisie,22/11/2025,17:45,Ajax,Excelsior,1,2,A,1.3,5.78,8.18
2025/2026,Eredivisie,22/11/2025,17:45,Volendam,Twente,1,1,D,4.63,3.93,1.68
2025/2026,Eredivisie,22/11/2025,20:00,Heracles,Go Ahead Eagles,4,2,H,2.51,3.51,2.6
2025/2026,Eredivisie,22/11/2025,20:00,Sparta Rotterdam,For Sittard,1,1,D,1.88,3.53,3.97
2025/2026,Eredivisie,23/11/2025,11:15,Heerenveen,AZ Alkmaar,3,1,H,2.58,3.73,2.43
2025/2026,Eredivisie,23/11/2025,13:30,Feyenoord,Nijmegen,2,4,A,1.42,4.92,6.31
2025/2026,Eredivisie,23/11/2025,13:30,Telstar,Utrecht,1,1,D,3.57,3.64,1.96
2025/2026,Eredivisie,23/11/2025,15:45,Groningen,Zwolle,2,2,D,1.45,4.37,6.68
2025/2026,Eredivisie,28/11/2025,19:00,Zwolle,Heerenveen,2,1,H,3.75,3.87,1.84
2025/2026,Eredivisie,29/11/2025,15:30,Excelsior,NAC Breda,1,0,H,2.39,3.5,2.7
2025/2026,Eredivisie,29/11/2025,17:45,For Sittard,Heracles,1,1,D,1.96,3.65,3.56
2025/2026,Eredivisie,29/11/2025,20:00,Nijmegen,Sparta Rotterdam,3,1,H,1.61,4.26,4.75
2025/2026,Eredivisie,30/11/2025,11:15,PSV Eindhoven,Volendam,3,0,H,1.1,10.48,17.16
2025/2026,Eredivisie,30/11/2025,13:30,Go Ahead Eagles,Utrecht,2,2,D,2.93,3.4,2.31
2025/2026,Eredivisie,30/11/2025,13:30,Telstar,Feyenoord,1,2,A,5.03,4.37,1.56
2025/2026,Eredivisie,30/11/2025,15:45,Twente,AZ Alkmaar,1,0,H,2.15,3.64,3.03
2025/2026,Eredivisie,02/12/2025,13:30,Ajax,Groningen,2,0,H,1.94,3.68,3.58
2025/2026,Eredivisie,05/12/2025,19:00,Excelsior,Groningen,0,2,A,3.56,3.42,2.02
2025/2026,Eredivisie,06/12/2025,15:30,Heerenveen,PSV Eindhoven,0,2,A,3.53,4.24,1.83
2025/2026,Eredivisie,06/12/2025,17:45,For Sittard,Ajax,1,3,A,3.55,3.57,1.98
2025/2026,Eredivisie,06/12/2025,19:00,Heracles,Telstar,1,1,D,2.3,3.59,2.82
2025/2026,Eredivisie,06/12/2025,20:00,Feyenoord,Zwolle,6,1,H,1.14,8.13,14.66
2025/2026,Eredivisie,07/12/2025,11:15,Utrecht,Twente,1,1,D,2.48,3.37,2.73
2025/2026,Eredivisie,07/12/2025,13:30,AZ Alkmaar,Go Ahead Eagles,2,2,D,1.31,5.54,8.02
2025/2026,Eredivisie,07/12/2025,13:30,Volendam,Nijmegen,2,3,A,4.4,4.29,1.65
2025/2026,Eredivisie,07/12/2025,15:45,Sparta Rotterdam,NAC Breda,1,0,H,2.33,3.4,2.91
2025/2026,Eredivisie,13/12/2025,15:30,Telstar,Nijmegen,2,2,D,3.06,3.8,2.09
2025/2026,Eredivisie,13/12/2025,17:45,Groningen,Volendam,3,0,H,1.36,4.88,7.53
2025/2026,Eredivisie,13/12/2025,19:00,PSV Eindhoven,Heracles,4,3,H,1.1,10.24,16.84
2025/2026,Eredivisie,13/12/2025,20:00,Zwolle,For Sittard,1,0,H,2.48,3.48,2.65
2025/2026,Eredivisie,14/12/2025,11:15,Sparta Rotterdam,Heerenveen,0,3,A,2.85,3.65,2.26
2025/2026,Eredivisie,14/12/2025,13:30,Ajax,Feyenoord,2,0,H,3.18,3.76,2.06
2025/2026,Eredivisie,14/12/2025,13:30,Twente,Go Ahead Eagles,2,0,H,1.4,4.68,7.17
2025/2026,Eredivisie,14/12/2025,15:45,NAC Breda,Utrecht,1,1,D,2.6,3.34,2.62
2025/2026,Eredivisie,20/12/2025,15:30,Heracles,Heerenveen,0,3,A,3.43,3.69,1.98
2025/2026,Eredivisie,20/12/2025,17:45,Excelsior,Zwolle,2,1,H,2.07,3.68,3.19
2025/2026,Eredivisie,20/12/2025,19:00,Nijmegen,Ajax,2,2,D,2.14,3.89,2.92
2025/2026,Eredivisie,20/12/2025,20:00,NAC Breda,Telstar,0,1,A,1.78,3.78,4.15
2025/2026,Eredivisie,21/12/2025,11:15,Utrecht,PSV Eindhoven,1,2,A,3.91,3.97,1.79
2025/2026,Eredivisie,21/12/2025,13:30,Feyenoord,Twente,1,1,D,1.92,3.74,3.57
2025/2026,Eredivisie,21/12/2025,13:30,Go Ahead Eagles,Groningen,1,1,D,3.36,3.48,2.07
2025/2026,Eredivisie,21/12/2025,15:45,For Sittard,AZ Alkmaar,4,3,H,4.66,4.03,1.65
2025/2026,Eredivisie,21/12/2025,15:45,Volendam,Sparta Rotterdam,0,1,A,2.85,3.57,2.28
2025/2026,Eredivisie,10/01/2026,15:30,AZ Alkmaar,Volendam,1,0,H,1.16,7.72,13.94
2025/2026,Eredivisie,10/01/2026,17:45,Twente,Zwolle,1,1,D,1.29,5.58,8.94
2025/2026,Eredivisie,10/01/2026,19:00,PSV Eindhoven,Excelsior,5,1,H,1.15,8.1,13.44
2025/2026,Eredivisie,10/01/2026,20:00,Groningen,NAC Breda,0,0,D,1.67,3.73,5.07
2025/2026,Eredivisie,11/01/2026,11:15,Heerenveen,Feyenoord,2,2,D,2.78,3.69,2.3
2025/2026,Eredivisie,11/01/2026,13:30,Go Ahead Eagles,For Sittard,2,2,D,1.88,3.69,3.82
2025/2026,Eredivisie,11/01/2026,13:30,Telstar,Ajax,2,3,A,3.91,3.8,1.83
2025/2026,Eredivisie,11/01/2026,15:45,Sparta Rotterdam,Heracles,2,0,H,1.8,3.74,4.13
2025/2026,Eredivisie,17/01/2026,15:30,Ajax,Go Ahead Eagles,2,2,D,1.63,4.14,4.77
2025/2026,Eredivisie,17/01/2026,17:45,Zwolle,AZ Alkmaar,3,1,H,5.87,4.57,1.47
2025/2026,Eredivisie,17/01/2026,19:00,Excelsior,Telstar,2,2,D,2.24,3.41,3.06
2025/2026,Eredivisie,17/01/2026,19:00,For Sittard,PSV Eindhoven,1,2,A,5.27,4.52,1.53
2025/2026,Eredivisie,17/01/2026,20:00,NAC Breda,Nijmegen,3,4,A,2.51,3.46,2.64
2025/2026,Eredivisie,18/01/2026,11:15,Heerenveen,Groningen,0,2,A,1.97,3.38,3.78
2025/2026,Eredivisie,18/01/2026,13:30,Heracles,Twente,0,2,A,6.07,4.46,1.47
2025/2026,Eredivisie,18/01/2026,13:30,Volendam,Utrecht,2,1,H,4.14,3.72,1.8
2025/2026,Eredivisie,18/01/2026,15:45,Feyenoord,Sparta Rotterdam,3,4,A,1.46,4.64,6.1
2025/2026,Eredivisie,21/01/2026,17:45,AZ Alkmaar,Excelsior,1,1,D,1.32,5.35,8.23
2025/2026,Eredivisie,24/01/2026,15:30,Ajax,Volendam,2,0,H,1.3,5.57,8.27
2025/2026,Eredivisie,24/01/2026,17:45,Nijmegen,Zwolle,2,1,H,1.45,4.73,5.91
2025/2026,Eredivisie,24/01/2026,19:00,PSV Eindhoven,NAC Breda,2,2,D,1.37,5.07,7.13
2025/2026,Eredivisie,24/01/2026,20:00,Twente,Excelsior,0,0,D,1.25,5.85,10.06
2025/2026,Eredivisie,25/01/2026,11:15,Telstar,AZ Alkmaar,0,1,A,3.19,3.56,2.11
2025/2026,Eredivisie,25/01/2026,13:30,Groningen,For Sittard,1,2,A,1.49,4.08,6.47
2025/2026,Eredivisie,25/01/2026,15:45,Feyenoord,Heracles,4,2,H,1.21,6.72,11.1
2025/2026,Eredivisie,25/01/2026,15:45,Utrecht,Sparta Rotterdam,0,1,A,1.98,3.47,3.63
2025/2026,Eredivisie,30/01/2026,19:00,NAC Breda,Twente,2,2,D,3.34,3.3,2.14
2025/2026,Eredivisie,31/01/2026,15:30,AZ Alkmaar,Nijmegen,1,3,A,1.87,3.86,3.66
2025/2026,Eredivisie,31/01/2026,17:45,Zwolle,Telstar,4,1,H,2.28,3.51,2.89
2025/2026,Eredivisie,31/01/2026,20:00,Sparta Rotterdam,Groningen,2,0,H,2.41,3.41,2.77
2025/2026,Eredivisie,01/02/2026,11:15,Excelsior,Ajax,2,2,D,3.98,3.82,1.8
2025/2026,Eredivisie,01/02/2026,13:30,Heracles,For Sittard,2,1,H,2.21,3.35,3.16
2025/2026,Eredivisie,01/02/2026,13:30,PSV Eindhoven,Feyenoord,3,0,H,1.63,4.27,4.55
2025/2026,Eredivisie,01/02/2026,15:45,Heerenveen,Utrecht,1,1,D,1.75,3.67,4.43
2025/2026,Eredivisie,01/02/2026,19:00,Volendam,Go Ahead Eagles,1,1,D,3.46,3.54,2.02
2025/2026,Eredivisie,06/02/2026,19:00,NAC Breda,Excelsior,0,2,A,1.85,3.54,4.11
2025/2026,Eredivisie,07/02/2026,15:30,Nijmegen,Heracles,4,1,H,1.39,4.78,7.15
2025/2026,Eredivisie,07/02/2026,17:45,Zwolle,Volendam,1,2,A,1.59,3.96,5.49
2025/2026,Eredivisie,07/02/2026,19:00,Twente,Heerenveen,5,0,H,1.57,4.21,5.18
2025/2026,Eredivisie,07/02/2026,20:00,For Sittard,Sparta Rotterdam,2,2,D,2.95,3.41,2.28
2025/2026,Eredivisie,08/02/2026,11:15,Utrecht,Feyenoord,0,1,A,3.38,3.49,2.06
2025/2026,Eredivisie,08/02/2026,13:30,AZ Alkmaar,Ajax,1,1,D,2.38,3.54,2.75
2025/2026,Eredivisie,08/02/2026,13:30,Go Ahead Eagles,Telstar,1,1,D,1.83,3.83,3.86
2025/2026,Eredivisie,08/02/2026,15:45,Groningen,PSV Eindhoven,1,2,A,4.5,4.27,1.64
2025/2026,Eredivisie,11/02/2026,17:45,Go Ahead Eagles,Heerenveen,1,3,A,2.57,3.56,2.52
2025/2026,Eredivisie,11/02/2026,20:00,Nijmegen,Utrecht,1,3,A,1.68,3.88,4.62
2025/2026,Eredivisie,13/02/2026,19:00,Volendam,PSV Eindhoven,2,1,H,9.33,6.22,1.25
2025/2026,Eredivisie,14/02/2026,15:30,Heracles,NAC Breda,0,1,A,2.81,3.29,2.46
2025/2026,Eredivisie,14/02/2026,17:45,Excelsior,AZ Alkmaar,1,2,A,2.98,3.53,2.23
2025/2026,Eredivisie,14/02/2026,19:00,Ajax,For Sittard,4,1,H,1.28,5.75,9.06
2025/2026,Eredivisie,14/02/2026,20:00,Groningen,Utrecht,1,2,A,1.9,3.38,4.02
2025/2026,Eredivisie,15/02/2026,11:15,Feyenoord,Go Ahead Eagles,1,0,H,1.37,5.03,7.12
2025/2026,Eredivisie,15/02/2026,13:30,Heerenveen,Zwolle,4,2,H,1.65,4.11,4.57
2025/2026,Eredivisie,15/02/2026,13:30,Telstar,Twente,1,1,D,5.86,4.44,1.48
2025/2026,Eredivisie,17/02/2026,19:00,Sparta Rotterdam,Nijmegen,1,1,D,2.38,3.55,2.71
2025/2026,Eredivisie,20/02/2026,19:00,For Sittard,Excelsior,2,1,H,2.2,3.4,3.12
2025/2026,Eredivisie,21/02/2026,17:45,PSV Eindhoven,Heerenveen,3,1,H,1.26,6.18,8.87
2025/2026,Eredivisie,21/02/2026,19:00,NAC Breda,Volendam,1,0,H,1.61,4.01,5.12
2025/2026,Eredivisie,21/02/2026,20:00,Ajax,Nijmegen,1,1,D,1.8,4.01,3.82
2025/2026,Eredivisie,22/02/2026,11:15,Twente,Groningen,2,1,H,1.49,4.46,5.81
2025/2026,Eredivisie,22/02/2026,13:30,Go Ahead Eagles,Heracles,4,0,H,1.91,3.63,3.71
2025/2026,Eredivisie,22/02/2026,13:30,Utrecht,Zwolle,1,1,D,1.6,4.05,5.13
2025/2026,Eredivisie,22/02/2026,15:45,AZ Alkmaar,Sparta Rotterdam,3,1,H,1.99,3.62,3.47
2025/2026,Eredivisie,22/02/2026,19:00,Feyenoord,Telstar,2,1,H,1.2,6.84,11.59
2025/2026,Eredivisie,27/02/2026,19:00,Telstar,NAC Breda,3,0,H,2.55,3.52,2.54
2025/2026,Eredivisie,28/02/2026,15:30,Heerenveen,Sparta Rotterdam,2,1,H,1.96,3.75,3.37
2025/2026,Eredivisie,28/02/2026,17:45,Heracles,PSV Eindhoven,1,3,A,8.42,6.08,1.27
2025/2026,Eredivisie,28/02/2026,20:00,Nijmegen,For Sittard,2,3,A,1.39,4.96,6.55
2025/2026,Eredivisie,01/03/2026,11:15,Zwolle,Ajax,0,0,D,3.68,3.9,1.84
2025/2026,Eredivisie,01/03/2026,13:30,Twente,Feyenoord,2,0,H,2.05,3.72,3.17
2025/2026,Eredivisie,01/03/2026,13:30,Volendam,Groningen,3,2,H,3.64,3.6,1.93
2025/2026,Eredivisie,01/03/2026,15:45,Utrecht,AZ Alkmaar,2,0,H,2.24,3.33,3.07
2025/2026,Eredivisie,01/03/2026,19:00,Excelsior,Go Ahead Eagles,0,1,A,2.35,3.41,2.84
2025/2026,Eredivisie,06/03/2026,19:00,Heracles,Utrecht,0,0,D,3.19,3.42,2.15
2025/2026,Eredivisie,07/03/2026,15:30,Groningen,Ajax,3,1,H,2.82,3.63,2.27
2025/2026,Eredivisie,07/03/2026,19:00,PSV Eindhoven,AZ Alkmaar,2,1,H,1.38,5.07,6.56
2025/2026,Eredivisie,07/03/2026,20:00,Excelsior,Heerenveen,1,2,A,2.84,3.6,2.26
2025/2026,Eredivisie,08/03/2026,11:15,Sparta Rotterdam,Zwolle,1,1,D,1.74,4.04,3.98
2025/2026,Eredivisie,08/03/2026,13:30,For Sittard,Telstar,1,4,A,2.28,3.57,2.82
2025/2026,Eredivisie,08/03/2026,13:30,Go Ahead Eagles,Twente,1,4,A,4.47,4.08,1.66
2025/2026,Eredivisie,08/03/2026,15:45,NAC Breda,Feyenoord,3,3,D,3.85,3.7,1.84
2025/2026,Eredivisie,08/03/2026,19:00,Nijmegen,Volendam,3,0,H,1.27,5.84,8.8
2025/2026,Eredivisie,13/03/2026,19:00,Zwolle,Groningen,1,1,D,2.67,3.47,2.44
2025/2026,Eredivisie,14/03/2026,15:30,Volendam,For Sittard,1,2,A,2.35,3.54,2.75
2025/2026,Eredivisie,14/03/2026,17:45,PSV Eindhoven,Nijmegen,2,3,A,1.49,4.89,5.14
2025/2026,Eredivisie,14/03/2026,19:00,Heerenveen,Telstar,3,0,H,1.63,4.26,4.44
2025/2026,Eredivisie,14/03/2026,20:00,Ajax,Sparta Rotterdam,4,0,H,1.69,4.09,4.31
2025/2026,Eredivisie,15/03/2026,11:15,Twente,Utrecht,0,2,A,1.63,4,4.78
2025/2026,Eredivisie,15/03/2026,13:30,AZ Alkmaar,Heracles,4,0,H,1.33,5.3,7.43
2025/2026,Eredivisie,15/03/2026,13:30,Feyenoord,Excelsior,2,1,H,1.3,5.67,7.95
2025/2026,Eredivisie,15/03/2026,15:45,Go Ahead Eagles,NAC Breda,6,0,H,2.12,3.45,3.23
2025/2026,Eredivisie,20/03/2026,19:00,Heracles,Excelsior,1,1,D,2.61,3.3,2.6
2025/2026,Eredivisie,21/03/2026,15:30,For Sittard,Twente,1,2,A,5.78,4.5,1.48
2025/2026,Eredivisie,21/03/2026,17:45,Sparta Rotterdam,Volendam,2,0,H,1.42,4.72,6.37
2025/2026,Eredivisie,21/03/2026,20:00,Zwolle,NAC Breda,2,1,H,2.24,3.42,3.01
2025/2026,Eredivisie,22/03/2026,11:15,Nijmegen,Heerenveen,2,2,D,1.62,4.37,4.39
2025/2026,Eredivisie,22/03/2026,13:30,Feyenoord,Ajax,1,1,D,1.89,3.87,3.48
2025/2026,Eredivisie,22/03/2026,13:30,Utrecht,Go Ahead Eagles,2,0,H,1.64,3.79,5.04
2025/2026,Eredivisie,22/03/2026,15:45,Groningen,AZ Alkmaar,3,0,H,2.84,3.72,2.21
2025/2026,Eredivisie,22/03/2026,15:45,Telstar,PSV Eindhoven,3,1,H,5.32,5.06,1.47
2025/2026,Eredivisie,04/04/2026,15:30,PSV Eindhoven,Utrecht,4,3,H,1.43,4.82,5.95
2025/2026,Eredivisie,04/04/2026,17:45,AZ Alkmaar,For Sittard,2,0,H,1.28,5.64,8.87
2025/2026,Eredivisie,04/04/2026,17:45,Telstar,Groningen,0,2,A,2.6,3.62,2.43
2025/2026,Eredivisie,04/04/2026,20:00,Ajax,Twente,1,2,A,2.27,3.7,2.77
2025/2026,Eredivisie,04/04/2026,20:00,Excelsior,Nijmegen,0,2,A,3.6,3.83,1.87
2025/2026,Eredivisie,05/04/2026,11:15,Go Ahead Eagles,Zwolle,5,0,H,1.81,3.84,3.84
2025/2026,Eredivisie,05/04/2026,13:30,Heerenveen,Heracles,4,1,H,1.43,4.91,5.91
2025/2026,Eredivisie,05/04/2026,13:30,Volendam,Feyenoord,0,0,D,5.92,4.65,1.45
2025/2026,Eredivisie,05/04/2026,15:45,NAC Breda,Sparta Rotterdam,0,0,D,2.18,3.47,3.07
2025/2026,Eredivisie,10/04/2026,19:00,Twente,Volendam,2,1,H,1.19,6.99,11.63
2025/2026,Eredivisie,11/04/2026,15:30,Utrecht,Telstar,4,1,H,1.57,4.05,5.32
2025/2026,Eredivisie,11/04/2026,17:45,Sparta Rotterdam,PSV Eindhoven,0,2,A,3.34,4.18,1.87
2025/2026,Eredivisie,11/04/2026,19:00,Groningen,Go Ahead Eagles,0,0,D,1.72,4.03,4.1
2025/2026,Eredivisie,11/04/2026,20:00,Heracles,Ajax,0,3,A,5.27,4.4,1.52
2025/2026,Eredivisie,12/04/2026,11:15,For Sittard,NAC Breda,1,1,D,2.74,3.39,2.41
2025/2026,Eredivisie,12/04/2026,13:30,Nijmegen,Feyenoord,1,1,D,2.01,3.8,3.22
2025/2026,Eredivisie,12/04/2026,13:30,Zwolle,Excelsior,2,2,D,2.18,3.57,3
2025/2026,Eredivisie,12/04/2026,15:45,AZ Alkmaar,Heerenveen,3,0,H,1.67,4.17,4.27
2025/2026,Eredivisie,22/04/2026,19:00,Telstar,Sparta Rotterdam,4,1,H,2.05,3.7,3.2
2025/2026,Eredivisie,23/04/2026,17:45,Go Ahead Eagles,AZ Alkmaar,0,0,D,2.13,3.78,2.92
2025/2026,Eredivisie,23/04/2026,20:00,PSV Eindhoven,Zwolle,6,1,H,1.27,6.4,8.23
2025/2026,Eredivisie,25/04/2026,15:30,Feyenoord,Groningen,3,1,H,1.65,4.15,4.35
2025/2026,Eredivisie,25/04/2026,17:45,Heerenveen,For Sittard,2,1,H,1.43,4.93,5.75
2025/2026,Eredivisie,25/04/2026,19:00,NAC Breda,Ajax,0,2,A,3.35,3.67,1.98
2025/2026,Eredivisie,25/04/2026,20:00,Twente,Nijmegen,1,1,D,1.61,4.22,4.56
2025/2026,Eredivisie,26/04/2026,11:15,Excelsior,Utrecht,5,0,H,3.15,3.52,2.1
2025/2026,Eredivisie,26/04/2026,13:30,Heracles,Volendam,0,2,A,2.13,3.68,3.01
2025/2026,Eredivisie,02/05/2026,15:30,Utrecht,NAC Breda,2,0,H,1.68,3.9,4.42
2025/2026,Eredivisie,02/05/2026,17:45,Groningen,Excelsior,2,3,A,1.68,3.93,4.41
2025/2026,Eredivisie,02/05/2026,19:00,Ajax,PSV Eindhoven,2,2,D,2.36,4,2.5
2025/2026,Eredivisie,02/05/2026,20:00,Nijmegen,Telstar,1,1,D,1.51,4.56,5.13
2025/2026,Eredivisie,03/05/2026,11:15,Volendam,Heerenveen,0,2,A,3.04,3.72,2.07
2025/2026,Eredivisie,03/05/2026,13:30,For Sittard,Feyenoord,1,2,A,4.79,4.22,1.58
2025/2026,Eredivisie,03/05/2026,13:30,Zwolle,Heracles,1,0,H,1.48,4.58,5.46
2025/2026,Eredivisie,03/05/2026,15:45,AZ Alkmaar,Twente,2,2,D,2.26,3.77,2.72
2025/2026,Eredivisie,03/05/2026,15:45,Sparta Rotterdam,Go Ahead Eagles,2,2,D,2.03,3.76,3.18
2025/2026,Eredivisie,10/05/2026,15:45,Ajax,Utrecht,1,2,A,1.61,4.15,4.75
2025/2026,Eredivisie,10/05/2026,15:45,Excelsior,Volendam,1,1,D,1.68,3.85,4.55
2025/2026,Eredivisie,10/05/2026,15:45,Feyenoord,AZ Alkmaar,1,1,D,1.93,3.75,3.42
2025/2026,Eredivisie,10/05/2026,15:45,For Sittard,Zwolle,3,2,H,2.16,3.59,2.98
2025/2026,Eredivisie,10/05/2026,15:45,Go Ahead Eagles,PSV Eindhoven,1,4,A,3.15,4.23,1.91
2025/2026,Eredivisie,10/05/2026,15:45,Groningen,Nijmegen,2,1,H,2.69,3.59,2.34
2025/2026,Eredivisie,10/05/2026,15:45,NAC Breda,Heerenveen,2,0,H,2.47,3.62,2.53
2025/2026,Eredivisie,10/05/2026,15:45,Telstar,Heracles,3,0,H,1.41,4.87,6.19
2025/2026,Eredivisie,10/05/2026,15:45,Twente,Sparta Rotterdam,4,0,H,1.35,5.19,7.13
2025/2026,Eredivisie,17/05/2026,13:30,AZ Alkmaar,NAC Breda,3,3,D,1.28,5.71,8.16
2025/2026,Eredivisie,17/05/2026,13:30,Heerenveen,Ajax,0,0,D,3.09,3.99,1.98
2025/2026,Eredivisie,17/05/2026,13:30,Heracles,Groningen,1,2,A,4.9,4.17,1.57
2025/2026,Eredivisie,17/05/2026,13:30,Nijmegen,Go Ahead Eagles,2,1,H,1.29,6.06,7.43
2025/2026,Eredivisie,17/05/2026,13:30,PSV Eindhoven,Twente,5,1,H,2.13,4.06,2.73
2025/2026,Eredivisie,17/05/2026,13:30,Sparta Rotterdam,Excelsior,2,3,A,1.99,3.72,3.25
2025/2026,Eredivisie,17/05/2026,13:30,Utrecht,For Sittard,2,0,H,1.49,4.56,5.27
2025/2026,Eredivisie,17/05/2026,13:30,Volendam,Telstar,1,2,A,2.56,3.38,2.55
2025/2026,Eredivisie,17/05/2026,13:30,Zwolle,Feyenoord,0,2,A,5.38,4.6,1.48
